epoch,lr,train_loss,train_accuracy,val_loss,val_accuracy,mean_grad_norm,max_grad_norm
1,0.002,2.312263492279053,0.09664,2.3026301048278808,0.1,0.1898400608048103,39.74390339514357
2,0.002,2.3028041773223875,0.09736,2.302603440093994,0.1,0.08206376217285798,0.13842848406070615
3,0.002,2.302811022796631,0.09918,2.302731293106079,0.1,0.0820200638659214,0.13081667855801007
4,0.002,2.3027459507751464,0.09996,2.3026546726226806,0.1,0.08133006131657587,0.14149924613404405
5,0.002,2.302828141555786,0.09932,2.302627993774414,0.1,0.081403730992768,0.17438027262687683
6,0.002,2.3027816213989256,0.09844,2.302629260635376,0.1,0.08158558854574995,0.1422943058657988
7,0.002,2.302792286453247,0.0967,2.302635214996338,0.1,0.08136199558597988,0.1386972739010683
8,0.002,2.302798062591553,0.0986,2.302637572860718,0.1,0.08191681039576588,0.14994064405068763
9,0.002,2.3028104296875,0.09908,2.3026292274475098,0.1,0.08314212034147682,0.14214677465159778
10,0.002,2.302790399246216,0.09964,2.302729991912842,0.1,0.08167003544616487,0.14191634369298994
11,0.002,2.302833505783081,0.09644,2.302611528778076,0.1,0.08441151345247241,0.14945324708585758
12,0.002,2.3027758601379396,0.09772,2.3027208751678465,0.1,0.08194922140274613,0.1408416926903512
13,0.002,2.302908963775635,0.09992,2.3026726345062256,0.1,0.08412839145718572,0.1738839273736801
14,0.002,2.302830920562744,0.09828,2.3026499893188475,0.1,0.08133328503166626,0.13743928741943562
15,0.002,2.302860235824585,0.09768,2.3026196933746337,0.1,0.08174608544777746,0.13871484416702412
16,0.002,2.3027603923034667,0.09732,2.3027235679626465,0.1,0.08332689463892391,0.14910727739334123
17,0.002,2.3028609294128417,0.09878,2.302623065567017,0.1,0.08057613179283507,0.1430144302474462
18,0.002,2.302808915481567,0.09862,2.3026279430389405,0.1,0.08172667837235356,0.14307261456814988
19,0.002,2.3027893600463867,0.09772,2.3027192531585694,0.1,0.08275856680863442,0.15264083522088762
20,0.002,2.3028039143371584,0.09952,2.3026173877716065,0.1,0.08188174740377673,0.13265728950733605
