epoch,train_loss,train_accuracy,val_loss,val_accuracy,mean_grad_norm,mean_grad_change_norm,mean_relative_grad_change,mean_grad_cosine,mean_grad_diff_over_distance
1,1.7085368068695068,0.3663,1.4518534769058227,0.456,4.545406890304192,5.523791982042484,1.3636086901015372,0.24340187459825896,63.287421080673326
2,1.3086138065719604,0.5245,1.1796138383865356,0.5692,6.15344020960581,7.307359046033581,1.2636752982533923,0.27687993453448767,112.76360166049437
3,1.1069980867004394,0.59994,1.058026556777954,0.6153,6.397002837846956,7.568438889730312,1.2365690978488482,0.2897731556659541,123.25919730245977
4,0.9524326248931885,0.65772,0.946590594291687,0.6599,6.7189570656213,8.083329212939953,1.253058407023852,0.2575205498734665,132.5198500466297
5,0.8189007287597656,0.7082,0.8443073183059693,0.6992,7.059225949484979,8.457399553655053,1.2410778771552664,0.27536057578899975,139.07744322471189
6,0.703727757358551,0.7506,0.7820925855636597,0.7289,7.166579230057309,8.696259655915867,1.2527928896104186,0.2573041227357962,142.97074756891007
7,0.6058121816349029,0.78684,0.7354893628120422,0.7443,7.320751889587363,8.867151831117127,1.2471173556720303,0.2594169130848954,145.02964807355033
8,0.5057038577079773,0.82266,0.7404075387001038,0.7454,7.272177223049466,9.14196427459912,1.291644952562906,0.20810191191570915,150.03883547574193
9,0.4187845283317566,0.8527,0.7603366130828857,0.7544,7.381298310311554,9.335447389451438,1.3038880054354747,0.19911992914803192,152.5088360923523
10,0.33090603338241575,0.88456,0.7731224655151367,0.7512,7.276059570824704,9.21749670609184,1.305474450439124,0.20402942046932782,149.84179498131493
11,0.2538730402469635,0.91254,0.8028781532287598,0.7637,7.204273684250424,9.175040070663023,1.3180130473076168,0.20052223730667987,150.5403032175973
12,0.1854359221506119,0.93588,0.8810893260955811,0.7546,6.832262908711153,8.704414662802616,1.326947816011685,0.19358742434550505,147.96826928304924
13,0.13161322826862334,0.95614,0.8841978575706482,0.7684,6.394347242077293,8.418248058280067,1.3788123606694158,0.1550135884923465,148.42809885634227
14,0.10946063147544861,0.96258,1.0300952995300292,0.7617,6.431615493486604,8.468851937662306,1.3823573290787396,0.16062723530058648,144.09122703290197
15,0.08835756826877594,0.97062,1.0031018080711365,0.7617,6.163529995762174,8.133816761738808,1.4117262174569738,0.15883835739649052,143.1590286729415
16,0.0672646065378189,0.97808,1.0286838954925537,0.7595,5.565919793170432,7.524777017895828,1.4572914866013458,0.12463204910778596,139.48908656486103
17,0.06347241779327392,0.97884,1.0530659339904784,0.7666,5.387522537994872,7.353263893395739,1.4711361028932015,0.12439668329451661,132.9297156566838
18,0.053076407878398894,0.98166,1.159093021774292,0.766,5.054987839725621,6.964631094042297,1.5118275299097144,0.10844012298990431,127.4657829826475
19,0.05401849024176598,0.98226,1.0976986583709716,0.761,5.115522058571086,6.950630230062148,1.5009806236273315,0.13097458518446065,122.48574441522871
20,0.045036185004711154,0.9848,1.1519021392822266,0.7628,4.670141531835736,6.511649803737241,1.6070058485863012,0.10511580682204813,118.18095995524665
