epoch,train_loss,train_accuracy,val_loss,val_accuracy,mean_grad_norm,mean_grad_change_norm,mean_relative_grad_change,mean_grad_cosine,mean_grad_diff_over_distance
1,2.312263492279053,0.09664,2.3026301048278808,0.1,0.18984006203310874,0.32660475126825844,2.0398854507378936,0.03729548467956006,1.6694854361834723
2,2.3028041773223875,0.09736,2.302603440093994,0.1,0.0820637622662365,0.11746504461711935,1.478339480870653,-0.023751604718827854,4.816120645372975
3,2.302811022796631,0.09918,2.302731293106079,0.1,0.08202006368685866,0.11586531890017907,1.4630361918864068,0.0026168269617363924,6.492590532681879
4,2.3027459507751464,0.09996,2.3026546726226806,0.1,0.08133006143524214,0.11472682604361373,1.4651513934156177,0.0038915819499184333,10.610255883059791
5,2.302828141555786,0.09932,2.302627993774414,0.1,0.08140373115649309,0.11396408054377417,1.455003635950373,0.017290880466523148,9.014917632044902
6,2.3027816213989256,0.09844,2.302629260635376,0.1,0.08158558858629993,0.11601219911252142,1.4751931375373843,-0.007791790917031634,4.805355732622966
7,2.302792286453247,0.0967,2.302635214996338,0.1,0.08136199545258146,0.1154462929977023,1.457684966781116,-0.010138507321467408,2.8538741916735595
8,2.302798062591553,0.0986,2.302637572860718,0.1,0.08191681041589478,0.11650029442194478,1.4718601920409984,-0.011150717330367668,3.0724189792415872
9,2.3028104296875,0.09908,2.3026292274475098,0.1,0.08314212031490967,0.11565873192628022,1.438118995465567,0.0352215567279769,2.2470840792997855
10,2.302790399246216,0.09964,2.302729991912842,0.1,0.08167003520080805,0.11606537784113909,1.4779140030710403,-0.0010261929699974825,2.040538767601654
11,2.302833505783081,0.09644,2.302611528778076,0.1,0.08441151310796932,0.11891705787662045,1.4561744469118811,0.008304947257667774,1.8225525982699493
12,2.3027758601379396,0.09772,2.3027208751678465,0.1,0.08194922127991991,0.11619037282093407,1.4671403739730688,-0.007916664315187592,1.648083591587744
13,2.302908963775635,0.09992,2.3026726345062256,0.1,0.08412839094048266,0.11800618633589781,1.4496010285173198,0.010776239091946084,1.1353897610431576
14,2.302830920562744,0.09828,2.3026499893188475,0.1,0.0813332846974168,0.11563432873095698,1.4639784180321274,-0.010090018338833452,1.3059653203561612
15,2.302860235824585,0.09768,2.3026196933746337,0.1,0.08174608482995911,0.114667095853697,1.4476417336204204,0.018905186105955422,1.1293844311446593
16,2.3027603923034667,0.09732,2.3027235679626465,0.1,0.08332689471371338,0.11789813215660927,1.4522268798752944,0.0038723977177839756,1.1509029109586666
17,2.3028609294128417,0.09878,2.302623065567017,0.1,0.08057613157764877,0.11385415644025254,1.4610285154227496,0.005482345398174851,0.9019090218145982
18,2.302808915481567,0.09862,2.3026279430389405,0.1,0.0817266781635754,0.11375477452717168,1.4336791384330316,0.02557556123447238,0.941955512792847
19,2.3027893600463867,0.09772,2.3027192531585694,0.1,0.08275856633129937,0.1165661869851677,1.45099641337385,0.006350148734493691,0.8663534445806724
20,2.3028039143371584,0.09952,2.3026173877716065,0.1,0.08188174727856351,0.11799996327180082,1.48975861066967,-0.04251353798584198,0.861648380343203
