step,grad_norm
0,14.10220116251974
1,25.901341615894186
2,15.636424360196017
3,10.60023900393617
4,5.698000714395549
5,4.410352335062796
6,3.609117413643208
7,3.932651220841765
8,3.5228027865208165
9,2.869679785776093
10,1.5813172705429277
11,2.5002932878555404
12,1.571983227225701
13,2.165552557444236
14,1.6686704317556318
15,2.3804221782814725
16,1.0624459511631283
17,0.6963639308193864
18,1.776904153306121
19,0.7759877079813675
20,1.2963746309768942
21,1.256503480250037
22,1.2685273071376912
23,1.3854195207618571
24,1.2727051282267472
25,1.1448017426385877
26,1.437351353658677
27,1.0958871667330798
28,1.4557066243035617
29,1.3127309731468189
30,0.9492581851028444
31,1.138025585579736
32,0.6620365701756551
33,1.0612469329446368
34,1.4231232651174053
35,1.3002295683501364
36,1.1269509745807078
37,1.1420831214507068
38,0.797032512598401
39,0.5562980295492602
40,0.9462300376790929
41,0.7826305141365711
42,0.47535335432014847
43,0.5606877328396257
44,0.6887857952632184
45,0.583403528785061
46,0.5368668402030156
47,0.5608717316062444
48,0.553328567576259
49,0.45562478585299804
50,0.7243061656115916
51,0.6440624299908898
52,0.7555366775373533
53,0.8866325517631287
54,0.8267933246191533
55,0.9502368260128995
56,0.5607625319790179
57,0.556601924026205
58,0.5307349790970355
59,0.508795226031843
60,0.4283471961299514
61,0.38733952744154376
62,0.6885001151083814
63,0.3996265976040597
64,0.45244646289786833
65,0.5577509926287152
66,0.5133125666843733
67,0.5514575141458722
68,0.49723950142228335
69,0.514800752472918
70,0.4702916972826597
71,0.5238793638260996
72,0.46937919577418175
73,0.5634399022241564
74,0.37341546540152715
75,0.4140618994647753
76,0.6507668355445432
77,0.5344889838687671
78,0.7685545647074278
79,0.5276231822662457
80,0.7122052104300148
81,0.723185227700995
82,0.6517982330372638
83,0.568981182824182
84,0.5444950764120816
85,0.7148530283410612
86,0.6983510424691695
87,0.45103133525046585
88,0.532339820201101
89,0.5572994680351592
90,0.7427715736763124
91,0.5964493388660739
92,1.0827435772030656
93,0.9185541775211674
94,0.6035315227565725
95,1.6434358109617966
96,1.374730565626269
97,0.8839604464361186
98,0.6233420930955992
