step,grad_norm
0,0.17194169999967748
1,0.17331159046663414
2,0.21160822897537
3,0.26094310642063806
4,0.23271671928646265
5,0.24019692743312904
6,0.2705905219212433
7,0.24596334586414847
8,0.3260820066107639
9,0.3373137468898405
10,0.3928998123509365
11,0.4387720320791855
12,0.47783587972979974
13,0.5278394431049759
14,0.49580687611495294
15,0.5975899089281536
16,0.8588079600737972
17,1.2914562480094487
18,2.103695100536847
19,2.057862931551923
20,4.041406932037976
21,1.7894370266639477
22,2.1950703895495773
23,1.887704372111014
24,3.8092987646325325
25,2.371951336077871
26,1.6966606645746363
27,2.188790455730167
28,4.952643165959607
29,6.935652543642451
30,3.059214338797951
31,2.6758792870038084
32,3.526735212934764
33,1.8695553589249665
34,1.783867222464022
35,1.9946317927209642
36,2.2556545341159686
37,2.3966489619843894
38,1.9361298050712337
39,1.7432730202232607
40,2.4651742085030985
41,4.9415984123074
42,1.6124952309260006
43,5.767115678088047
44,3.8533868865124905
45,2.027408455321774
46,2.237661404389522
47,2.09705860582693
48,3.34212785052233
49,2.010138346436016
50,1.9631063869482082
51,5.1263139139962925
52,2.971701306160384
53,2.3188580682087734
54,8.419191410415394
55,2.04686649078667
56,4.074828835702396
57,4.816574826162292
58,1.941362978397169
59,2.9852676224554084
60,4.910589748149647
61,3.5100426973128562
62,1.8218171450733267
63,7.230516343081833
64,2.441194704747327
65,1.8814792985704678
66,3.396790492143084
67,2.788834728400588
68,1.5434328623350622
69,1.1384183424680008
70,2.396621219467015
71,3.7241967617690848
72,3.61110307059542
73,2.3057895297544055
74,2.879514091289669
75,2.8599254659140585
76,2.7269498865470614
77,2.2153474290704347
78,6.115738186262241
79,2.52490635675455
80,6.199992371080315
81,2.497480406044553
82,5.866379076919192
83,3.8276143551886164
84,2.849395540266949
85,4.782400335093206
86,3.4291786543811575
87,2.740961432021239
88,3.9381738710727214
89,3.6351427571202266
90,4.007085879711817
91,3.0113119109281863
92,3.645849030130731
93,4.963431960814963
94,4.021331288972426
95,8.200241408889845
96,3.1147409885135735
97,4.772374330876694
98,5.63583258435495
99,3.8493274094744687
100,6.462013833299977
101,9.078057499500424
102,6.352109248602214
103,4.97492777555589
104,5.045197109520128
105,3.234064018793217
106,2.305221781345252
107,1.800755793573369
108,5.06051487417495
109,2.232948891008492
110,2.892158813679053
111,4.19564758530386
112,5.081859458823044
113,5.057779292430085
114,5.056201732762427
115,4.203393600722282
116,1.9614735065943878
117,8.967370382222049
118,3.186464174882006
119,2.107732013078952
120,6.461492287364306
121,3.433079927279654
122,4.604638558180289
123,5.075267448377592
124,4.1457900297029315
125,2.2278270856332774
126,4.122043993620802
127,5.7710443782808225
128,2.8556140120223095
129,7.4272004869272905
130,4.0607325827381215
131,2.4574057311910704
132,9.750007220286424
133,4.823318688691933
134,8.768068953834925
135,5.849572409293162
136,2.484467406814425
137,4.625879275998729
138,4.00085369072733
139,2.3631602123017723
140,2.9470377524371303
141,2.7582216516437144
142,3.4904845947608663
143,6.1191123317538025
144,3.8865117526759305
145,4.06992343396012
146,11.98253967697281
147,4.813876728073416
148,13.023483440048874
149,9.154306188537303
150,3.834163339962788
151,11.119394954715691
152,3.268310882520995
153,2.996140505948107
154,2.9896245153573133
155,7.429929810547572
156,5.857487234445905
157,2.9690451917402574
158,3.590367084407226
159,6.369945826387529
160,5.882232419353315
161,4.077538506276268
162,2.2704169594643826
163,6.646765196128263
164,6.225625304185868
165,5.074566729194112
166,6.30072488333533
167,5.068670636138739
168,6.571706861698405
169,2.53525716610083
170,5.972529111230296
171,4.31187319346538
172,3.167751914928336
173,2.5083653494535083
174,3.3848650569381746
175,2.765011440300233
176,3.0424619536929036
177,3.816458860766397
178,2.441613851137063
179,2.5819544727023276
180,3.1367918818290033
181,3.2239312525876085
182,2.4982763141126876
183,3.462605271454942
184,2.845171294206481
185,3.0239691144031062
186,6.1204681228614675
187,3.2744500669137118
188,5.854305202124682
189,3.471648158955963
190,3.777593052371236
191,4.492042065547603
192,9.53090571245271
