epoch,lr,train_loss,train_acc,test_loss,test_acc,time_sec
1,0.1,2.2032960845184326,0.18331330078125,2.2839491996765138,0.1155,182.2454514503479
2,0.09999725874242879,2.11220035118103,0.24626845703125,2.1293677684783936,0.2193,149.6047613620758
3,0.0999890352703249,2.033203975982666,0.2954005078125,1.8665782131195068,0.3692,149.43828415870667
4,0.09997533048548475,1.976153918762207,0.33272765625,1.6271718896865845,0.492,149.47285056114197
5,0.09995614589079242,1.913631865348816,0.36746845703125,1.4482793985366822,0.5797,149.07295608520508
6,0.09993148359005491,1.8732382266235352,0.39269587890625,1.3155936332702636,0.6366,150.7232370376587
7,0.09990134628777143,1.844656290512085,0.40795326171875,1.2495094940185547,0.6682,154.33968877792358
8,0.09986573728883677,1.80461219455719,0.42921380859375,1.1905594081878663,0.696,152.48463702201843
9,0.09982466049817897,1.7851778176116944,0.43993787109375,1.1394212562561035,0.718,155.07708287239075
10,0.09977812042033098,1.7764366249465942,0.44458828125,1.0986033487319946,0.7373,150.44002413749695
11,0.09972612215893682,1.7465633585357665,0.45883107421875,1.0614797340393067,0.7538,150.7842662334442
12,0.09966867141619182,1.7373666771697998,0.4659809765625,1.0184946303367615,0.7772,150.8055067062378
13,0.09960577449221733,1.7267268838119507,0.47068275390625,0.9844406754493713,0.7897,151.12656140327454
14,0.09953743828436983,1.721442338218689,0.4739440234375,0.9505079268455505,0.8087,151.90928721427917
15,0.0994636702864846,1.7093189809799194,0.47898185546875,0.9319789920806885,0.8196,151.3835744857788
16,0.09938447858805391,1.7036735647583008,0.4830476171875,0.9143002093315125,0.8289,151.11057877540588
17,0.0992998718733399,1.685317631378174,0.49288712890625,0.9009263959884644,0.8358,152.71627759933472
18,0.09920985942042224,1.683520821762085,0.4930234765625,0.8860112966537476,0.8429,152.97904706001282
19,0.0991144511001808,1.6840111783218383,0.49102697265625,0.879091944694519,0.8479,150.40306997299194
20,0.09901365737521299,1.6783349114990234,0.494340078125,0.8681744391441345,0.853,149.52233242988586
21,0.09890748929868662,1.6711518551635742,0.4991291015625,0.858080905342102,0.8573,148.31987404823303
22,0.09879595851312768,1.6675316289520263,0.50062873046875,0.8448683990478516,0.8639,148.34752106666565
23,0.09867907724914365,1.6618030308914185,0.50207765625,0.8358303689956665,0.868,148.3562023639679
24,0.09855685832408226,1.6573707567596436,0.50506453125,0.8278460359573364,0.8712,145.19776368141174
25,0.09842931514062592,1.6418793892669679,0.51456408203125,0.8206913301467895,0.8751,142.89916443824768
26,0.09829646168532197,1.639179902114868,0.51548587890625,0.8152883153915406,0.8768,144.36251544952393
27,0.09815831252704892,1.639217508392334,0.51268490234375,0.8077881551742554,0.8809,148.07469177246094
28,0.09801488281541876,1.633937031135559,0.5150687109375,0.8033146841049195,0.8826,154.75994777679443
29,0.09786618827911568,1.6280088614654542,0.51985623046875,0.7959105276107789,0.886,154.61329460144043
30,0.09771224522417124,1.62207053565979,0.5212472265625,0.7902880941390992,0.8889,155.12917280197144
31,0.09755307053217618,1.6170149887084961,0.523306328125,0.784854599571228,0.8905,156.8635733127594
32,0.09738868165842922,1.6165767935180664,0.52272251953125,0.780279997253418,0.8942,155.31131649017334
33,0.09721909663002284,1.5968610331726074,0.53430814453125,0.777282447052002,0.8942,158.29333925247192
34,0.09704433404386648,1.5949145152282715,0.53546712890625,0.7725200185775757,0.897,154.0341763496399
35,0.09686441306464709,1.614693256149292,0.52563298828125,0.7693498896598816,0.8991,154.9201807975769
36,0.09667935342272757,1.60710955329895,0.52914001953125,0.7645486701965332,0.9015,153.94127893447876
37,0.0964891754119831,1.5910659073257447,0.536015390625,0.7622696845054626,0.9036,157.51186180114746
38,0.09629389988757567,1.5936475595855712,0.53364998046875,0.7565248866081238,0.9041,155.41263103485107
39,0.09609354826366706,1.6000774375915527,0.53254259765625,0.7563847940444947,0.9047,156.41457605361938
40,0.09588814251107061,1.5893862561035157,0.5370948046875,0.7531532350540161,0.908,155.45460891723633
41,0.09567770515484181,1.5841945754623412,0.53826943359375,0.7497503648757935,0.9097,158.92749166488647
42,0.09546225927180818,1.5686452054595947,0.5468924609375,0.7481705062866211,0.9087,207.84119272232056
43,0.09524182848803864,1.583569968032837,0.53742755859375,0.7437477051734924,0.9111,207.2557520866394
44,0.09501643697625266,1.5864701168060302,0.5368648046875,0.7440475912094117,0.9104,210.3492715358734
45,0.09478610945316944,1.5679444123077393,0.54667375,0.7396965721130371,0.9121,211.41099333763123
46,0.09455087117679743,1.580708131866455,0.540070390625,0.739003943347931,0.9131,211.57867336273193
47,0.09431074794366456,1.5777727315139771,0.54150537109375,0.737707022857666,0.9133,211.74619603157043
48,0.09406576608598927,1.576650848274231,0.53986267578125,0.7351563485145569,0.9137,212.60759854316711
49,0.09381595246879294,1.5678164834213257,0.54566626953125,0.7340425747871399,0.9141,209.96391916275024
50,0.09356133448695386,1.5651365823364258,0.5470350390625,0.7306291506767273,0.9144,207.2566134929657
51,0.093301940062203,1.5650947036743164,0.5467115625,0.7295022696495056,0.9169,207.76260638237
52,0.09303779764006216,1.5637356545829773,0.547356796875,0.7270825157165527,0.9166,202.40803360939026
53,0.09276893618672452,1.5530499735641479,0.55392564453125,0.7283852264404297,0.9154,201.24679827690125
54,0.09249538518587826,1.557660062713623,0.54894005859375,0.724833044052124,0.9169,202.4673366546631
55,0.09221717463547324,1.5565047705459594,0.552040703125,0.7221691864967347,0.9169,201.30271530151367
56,0.09193433504443148,1.5452018696212768,0.55642873046875,0.7216301182746887,0.9164,201.52326798439026
57,0.09164689742930143,1.5456418370056153,0.55719341796875,0.7191441764831543,0.9167,200.83685612678528
58,0.09135489331085672,1.5533789429473877,0.55155109375,0.7187172824859619,0.9187,201.67330622673035
59,0.09105835471063954,1.5428514083099365,0.5577751171875,0.7159734209060669,0.9208,200.58439803123474
60,0.09075731414744907,1.55137831741333,0.553271328125,0.7145411995887756,0.9215,202.27622318267822
61,0.09045180463377551,1.5525336624145507,0.5529937890625,0.7121018858909607,0.9211,207.27399802207947
62,0.09014185967217979,1.54889819480896,0.5537066796875,0.7098191543579102,0.9244,205.11372709274292
63,0.08982751325161971,1.5339900372695923,0.5637865625,0.7080355850219726,0.9253,203.41380167007446
64,0.08950879984372265,1.5497149515914916,0.55216181640625,0.7071709022521973,0.9263,203.39627766609192
65,0.08918575439900538,1.542567041091919,0.55372634765625,0.7047269409179687,0.9265,205.40749716758728
66,0.08885841234304127,1.5456990788650513,0.55497271484375,0.705545556640625,0.9257,205.39725422859192
67,0.0885268095725756,1.527948429336548,0.56235255859375,0.7034459176063538,0.9265,205.06693816184998
68,0.08819098245158896,1.5406301739883423,0.5578833984375,0.7043105792999268,0.9259,203.36459183692932
69,0.08785096780730958,1.5295620082855224,0.56219154296875,0.7033931228637695,0.9274,205.36157774925232
70,0.08750680292617484,1.5263071980285645,0.566568828125,0.7022709747314453,0.9263,204.34675407409668
71,0.08715852554974235,1.5367811647033691,0.55901447265625,0.6997497934341431,0.9286,206.7742269039154
72,0.08680617387055113,1.5316812057876588,0.56088619140625,0.700727827167511,0.9287,203.51129150390625
73,0.08644978652793349,1.5294296411132813,0.56253576171875,0.7016348894119263,0.9272,205.7264666557312
74,0.08608940260377763,1.5349972384643555,0.559741484375,0.6999377354621887,0.9282,207.9517204761505
75,0.08572506161824202,1.5246677620315552,0.5653121484375,0.7005165231704712,0.9282,205.34201407432556
76,0.08535680352542145,1.5240109086227418,0.564278359375,0.7003923824310303,0.9275,206.09917902946472
77,0.08498466870896573,1.5049178079605103,0.57375287109375,0.6971679044723511,0.9291,208.48967170715332
78,0.084608697977651,1.5201521049118043,0.566760703125,0.6944192555427551,0.9306,205.09119367599487
79,0.0842289325609048,1.5278201864624024,0.56440306640625,0.6944161413192749,0.9301,204.02216792106628
80,0.08384541410428463,1.525314040145874,0.56243107421875,0.6951574550628662,0.9311,203.89831614494324
81,0.08345818466491112,1.5120550203323364,0.57248478515625,0.6938362956047058,0.9308,202.60982084274292
82,0.08306728670685598,1.5205760013580323,0.56377583984375,0.6924180492401123,0.9313,202.38403987884521
83,0.08267276309648533,1.5227830133056641,0.56685419921875,0.6925913191795349,0.9318,202.83441352844238
84,0.08227465709775891,1.5218952041244507,0.5655369921875,0.6928705011367798,0.9314,203.2405924797058
85,0.08187301236748575,1.521052159576416,0.56394865234375,0.6914123083114624,0.9332,203.80419969558716
86,0.08146787295053662,1.519920458946228,0.56470708984375,0.6910584225654602,0.9349,205.1097960472107
87,0.08105928327501413,1.499179284248352,0.57469361328125,0.6894793493270874,0.9317,204.747465133667
88,0.08064728814738056,1.4995957493972778,0.57488794921875,0.6879218423843384,0.933,204.85359287261963
89,0.08023193274754443,1.5005070558166504,0.573792734375,0.687910023021698,0.9322,204.39052200317383
90,0.07981326262390595,1.4992083362960815,0.574582421875,0.6860159894943237,0.9337,192.46959781646729
91,0.07939132368836217,1.501309133758545,0.575399375,0.6836674932479858,0.9351,152.5604510307312
92,0.0789661622112722,1.4981763149261476,0.57747484375,0.6851720881462097,0.9349,153.6284351348877
93,0.07853782481638315,1.5016010154342652,0.5747971875,0.685069192314148,0.9361,152.40560150146484
94,0.07810635847571726,1.4995149283599853,0.57395419921875,0.6858119930267333,0.9362,152.03012776374817
95,0.07767181050442096,1.5014559560394287,0.57390515625,0.6851877281188965,0.9361,153.2126533985138
96,0.07723422855557624,1.5055842013931275,0.57133544921875,0.6837369827270507,0.9364,152.04875493049622
97,0.07679366061497489,1.4892213298797607,0.5813048828125,0.6787880916595459,0.9379,154.98454308509827
98,0.07635015499585636,1.5067988137817383,0.56880013671875,0.679174819946289,0.9373,156.18474817276
99,0.07590376033360961,1.4908098730850219,0.57854517578125,0.6776783965110779,0.9376,154.5119276046753
100,0.07545452558043979,1.4968286336135865,0.5764520703125,0.6766489197731018,0.9367,155.18591022491455
101,0.07500249999999997,1.4989104021072388,0.5728688671875,0.6753818137168884,0.9385,152.64078044891357
102,0.07454773316198894,1.4958518753051757,0.57442919921875,0.6758322595596313,0.9383,152.09488344192505
103,0.07409027493671523,1.4940463635253907,0.57653701171875,0.6778838703155518,0.9376,153.6759705543518
104,0.07363017548962834,1.4817525231933595,0.5818518359375,0.6782768831253052,0.9382,152.56600260734558
105,0.07316748527581748,1.4742951865386962,0.586012734375,0.6740799889564514,0.9386,155.03724074363708
106,0.07270225503447864,1.487541695137024,0.5799813671875,0.6733406158447266,0.9401,154.59058570861816
107,0.07223453578335044,1.486454777069092,0.5813330859375,0.6740207683563233,0.9405,153.68292713165283
108,0.07176437881311952,1.4776285104370117,0.58510529296875,0.6731696725845336,0.9404,155.08763432502747
109,0.07129183568179581,1.4765261429595948,0.58495091796875,0.6733494646072388,0.9392,154.1862313747406
110,0.07081695820905877,1.4668821911239625,0.590180078125,0.671235144996643,0.9405,155.86615228652954
111,0.07033979847057463,1.483084765853882,0.58003193359375,0.6718110256195068,0.9409,152.9736087322235
112,0.06986040879228586,1.4837204147338867,0.5803517578125,0.6688798883438111,0.9405,154.56061935424805
113,0.06937884174467289,1.4850709034729004,0.577655703125,0.6696160491943359,0.941,151.3761124610901
114,0.06889515013698927,1.4771508710479737,0.58314205078125,0.6653293067932129,0.9417,152.96058177947998
115,0.06840938701147048,1.4886422570800781,0.57755384765625,0.6667071278572082,0.9417,153.47814464569092
116,0.06792160563751727,1.4829865824890136,0.58000919921875,0.6677533773422242,0.9437,154.32424807548523
117,0.06743185950585415,1.4686171229934692,0.5870167578125,0.6644724378585816,0.9427,152.45405054092407
118,0.06694020232266334,1.4690046894073487,0.5876433984375,0.6629885833740234,0.9441,151.95545268058777
119,0.06644668800369546,1.472831262626648,0.58562666015625,0.6629117475509644,0.9442,152.70994925498962
120,0.065951370668357,1.4643833594894409,0.58736212890625,0.6631402570724487,0.9438,153.88461327552795
121,0.0654543046337755,1.4691552365875244,0.5888303515625,0.6631069965362549,0.9429,153.37012004852295
122,0.06495554440884305,1.4586023580169678,0.591460703125,0.6620413520812988,0.9433,153.057466506958
123,0.06445514468823885,1.4673806994628906,0.58729310546875,0.6595087645530701,0.9436,153.21296977996826
124,0.06395316034643127,1.4586974394226073,0.59196064453125,0.6605412740707397,0.9441,151.01308822631836
125,0.06344964643166019,1.4554701630401612,0.5916489453125,0.659356754398346,0.9436,151.960191488266
126,0.06294465815990052,1.4649042324829102,0.5888927734375,0.6583845203399659,0.9458,153.4700059890747
127,0.0624382509088069,1.4609408745193482,0.589528125,0.6571425553321838,0.9442,153.35683035850525
128,0.06193048021164114,1.4702236852645874,0.58496619140625,0.6587424944877625,0.9431,153.0073046684265
129,0.06142140175118222,1.4591219731140137,0.59106650390625,0.6571588134765625,0.9459,151.5252330303192
130,0.060911071353620144,1.4630779906082154,0.5890005078125,0.6576342348098755,0.9453,152.61046051979065
131,0.06039954498243387,1.4580833422088624,0.59002873046875,0.6561365676879882,0.944,153.10176587104797
132,0.059886878732254394,1.459306682510376,0.588355234375,0.6565766550064087,0.9463,153.96676206588745
133,0.059373128822713304,1.4484279658889772,0.59737822265625,0.6521701521873474,0.9462,201.0946204662323
134,0.058858351592277564,1.4625793783187866,0.59002806640625,0.6520060870170593,0.9473,212.77776265144348
135,0.05834260349207153,1.4667669235229492,0.58659169921875,0.6533035397529602,0.9469,192.33455872535706
136,0.05782594107968634,1.4523792514038085,0.59147169921875,0.6523204287528992,0.9474,189.43672919273376
137,0.05730842101297777,1.4558669511032105,0.59251513671875,0.6489934233665466,0.9474,202.7183713912964
