step,epoch,loss,grad_norm,grad_change_norm,relative_grad_change,grad_cosine,param_distance,grad_diff_over_distance
1,1,2.3029470443725586,0.17194169759750366,nan,nan,nan,nan,nan
2,1,2.3015010356903076,0.1738315224647522,0.22938941419124603,1.3341116052424173,0.11980779469013214,0.1555284559726715,1.4749031793260907
3,1,2.3000876903533936,0.19940932095050812,0.2927127182483673,1.6838874451326096,-0.22645160555839539,0.13079461455345154,2.237956962108001
4,1,2.30119252204895,0.2408207803964615,0.3564927875995636,1.787743852185599,-0.305364727973938,0.12155093252658844,2.9328675657724825
5,1,2.299572467803955,0.21045589447021484,0.2904428541660309,1.206053953012987,0.17687971889972687,0.11587485671043396,2.5065217978161383
6,1,2.299013137817383,0.21939413249492645,0.2963967025279999,1.4083554336775281,0.04953645542263985,0.11383485049009323,2.6037430650571354
7,1,2.2984731197357178,0.21881917119026184,0.3669911026954651,1.6727480289486734,-0.40271541476249695,0.11245588213205338,3.2634229151415632
8,1,2.2953131198883057,0.1777801662683487,0.19731593132019043,0.9017305487722727,0.5212373733520508,0.10971690714359283,1.7984095291726852
9,1,2.28991436958313,0.23711538314819336,0.2961737811565399,1.6659551364566567,0.001311667263507843,0.10921811312437057,2.711764309795065
10,1,2.2949280738830566,0.24505937099456787,0.30173152685165405,1.2725092857505753,0.21714890003204346,0.10902421921491623,2.7675642074912914
11,1,2.286013126373291,0.2501208782196045,0.27274978160858154,1.1129947020614628,0.393364280462265,0.10869810730218887,2.509241314090295
12,1,2.285086154937744,0.2650272846221924,0.2769736051559448,1.1073589982826484,0.42303889989852905,0.10921774059534073,2.535976331717163
13,1,2.288604497909546,0.25548359751701355,0.39559727907180786,1.4926662348529733,-0.1549687385559082,0.10965012013912201,3.6078143696174125
14,1,2.2837295532226562,0.25529107451438904,0.31715884804725647,1.2414059107058502,0.22887487709522247,0.10826423764228821,2.929488582298428
15,1,2.2843105792999268,0.26762962341308594,0.2768917381763458,1.084611903106917,0.44004011154174805,0.10850416123867035,2.5518997152996845
16,1,2.2900547981262207,0.30382800102233887,0.3693917989730835,1.3802350960287666,0.16901761293411255,0.10834120959043503,3.409522566400126
17,1,2.2721099853515625,0.30507412552833557,0.3745115101337433,1.232643169399567,0.2434070110321045,0.10775267332792282,3.4756586408814174
18,1,2.245978355407715,0.6716849207878113,0.5932520031929016,1.9446159262557823,0.46918031573295593,0.10793925821781158,5.496165278348282
