epoch,lr,mix_mode,train_loss,train_acc,test_loss,test_acc,time_sec
206,0.02303676812113761,cutmix,1.621456483039856,0.520741796875,0.85383818359375,0.8594,50.035868406295776
207,0.022589988012719595,cutmix,1.6252625401306153,0.5179392578125,0.852176821899414,0.8594,50.14512801170349
208,0.02214631704266166,cutmix,1.6140359729003906,0.52630453125,0.8499541372299194,0.8593,50.74529695510864
209,0.021705805527718502,cutmix,1.619256639328003,0.52189138671875,0.8488402318000794,0.8606,50.60843062400818
210,0.02126850342633073,cutmix,1.6105624533843994,0.52521830078125,0.8472158344268799,0.8614,50.28404903411865
211,0.0208344603329592,cutmix,1.6154368228912352,0.52476744140625,0.8447190908432007,0.8625,49.92998242378235
212,0.02040372547246044,cutmix,1.6269218299102783,0.5161620703125,0.8445902687072754,0.8631,50.256922006607056
213,0.019976347694504057,cutmix,1.6166675289916992,0.5219858984375,0.8435161567687989,0.8638,50.38861656188965
214,0.01955237546803267,cutmix,1.617463065109253,0.5239240234375,0.8419385568618775,0.8644,50.346431016922
215,0.01913185687576514,cutmix,1.6172019233703614,0.52081431640625,0.8407622152328491,0.8639,50.335773229599
216,0.01871483960874337,cutmix,1.6026151107025146,0.53265052734375,0.8396281442642212,0.8648,49.767446994781494
217,0.018301370960923793,cutmix,1.6072199226379396,0.52386728515625,0.8383734115600586,0.8656,50.049715518951416
218,0.01789149782381363,cutmix,1.6045707106018066,0.527768125,0.8366862071990967,0.8669,50.307631969451904
219,0.017485266681153057,cutmix,1.6033077891540528,0.52745041015625,0.8354108069419861,0.868,51.10309076309204
220,0.017082723603643397,cutmix,1.5921726344299316,0.5363487890625,0.8343025535583496,0.8686,49.436453104019165
221,0.01668391424372221,cutmix,1.6118162336730957,0.52487330078125,0.8337660474777222,0.8681,49.67690181732178
222,0.01628888383038596,cutmix,1.6056533196640015,0.5264530859375,0.8329757358551025,0.8672,49.301252365112305
223,0.015897677164060455,cutmix,1.60813871509552,0.526075859375,0.8312740617752076,0.8679,49.35166072845459
224,0.015510338611520165,cutmix,1.6074138005065919,0.5271821875,0.8308991407394409,0.8688,49.31794762611389
225,0.015126912100856444,cutmix,1.5880622218704223,0.5373546484375,0.8294909116744995,0.8689,49.32074737548828
226,0.014747441116495771,cutmix,1.6239088063049316,0.5162701171875,0.8278675401687622,0.8707,49.324368953704834
227,0.014371968694268098,cutmix,1.600554910812378,0.5298972265625,0.8261355494499206,0.871,49.295125246047974
228,0.014000537416526185,cutmix,1.5969406883239745,0.5302869140625,0.8259291618347168,0.8716,49.581276655197144
229,0.013633189407316289,cutmix,1.606876230621338,0.52468123046875,0.8255023918151856,0.8708,49.47207736968994
230,0.013269966327600961,cutmix,1.604083981590271,0.52664125,0.8237408864974975,0.8733,49.505096673965454
231,0.012910909370534157,cutmix,1.5983296640014648,0.5322241015625,0.8218687893867492,0.8752,49.42655873298645
232,0.012556059256789643,cutmix,1.5940883647155761,0.531843203125,0.8207451775550842,0.8749,50.721166372299194
233,0.01220545622994276,cutmix,1.5623372748565674,0.5499151171875,0.8188139694213867,0.8754,50.64491319656372
234,0.011859140051906442,cutmix,1.6021038808441161,0.5289483203125,0.8177929198265076,0.8756,50.55872845649719
235,0.01151714999842183,cutmix,1.5658295798492432,0.545480703125,0.8151096109390259,0.8773,49.84853982925415
236,0.011179524854603991,cutmix,1.599659126663208,0.5296056640625,0.8146347353935242,0.8767,50.161879539489746
237,0.010846302910543244,cutmix,1.5856466324234009,0.53617296875,0.814250186920166,0.8777,49.96304130554199
238,0.010517521956962782,cutmix,1.580470393218994,0.5395693359375,0.8120831104278564,0.8776,49.93772006034851
239,0.010193219280932728,cutmix,1.5926989785003662,0.53102021484375,0.8113061168670654,0.8789,50.11740589141846
240,0.009873431661641483,cutmix,1.563714507522583,0.54718923828125,0.8106857082366944,0.88,50.16299915313721
241,0.009558195366224508,cutmix,1.5785034272003173,0.53920248046875,0.8084265701293946,0.8795,49.74681854248047
242,0.009247546145651363,cutmix,1.5786883340072633,0.5404220703125,0.8073174604415894,0.8797,50.15790510177612
243,0.008941519230671125,cutmix,1.5618518815994262,0.54875296875,0.8057558420181274,0.8809,50.21684551239014
244,0.008640149327816893,cutmix,1.5717420246505738,0.54284537109375,0.805464813041687,0.8806,50.5539448261261
245,0.00834347061546966,cutmix,1.5780515187835693,0.53997265625,0.8054090082168579,0.881,49.386937618255615
246,0.00805151673998225,cutmix,1.5671978903579713,0.54473900390625,0.8041442808151245,0.8817,49.87005639076233
247,0.007764320811863387,cutmix,1.559609128189087,0.54727314453125,0.8037077280044556,0.8821,49.94183397293091
248,0.007481915402022636,cutmix,1.5572863846969605,0.5517205859375,0.8022516429901123,0.8831,49.9934184551239
249,0.007204332538076615,cutmix,1.5588573620224,0.54724923828125,0.8013450582504272,0.8824,49.965023040771484
250,0.00693160370071666,cutmix,1.5524350830841065,0.55090171875,0.7996310247421264,0.8822,49.60894322395325
251,0.0066637598201386376,cutmix,1.5617062925720215,0.54709767578125,0.7984513210296631,0.8833,49.83170413970947
252,0.006400831272535099,cutmix,1.560119066696167,0.547051875,0.7975161859512329,0.8841,49.731382608413696
253,0.006142847876650397,cutmix,1.551592879295349,0.5516756640625,0.7957752090454101,0.8854,49.859748125076294
254,0.005889838890398861,cutmix,1.5534205477905274,0.550773203125,0.794936930847168,0.8852,49.34650683403015
255,0.005641833007546712,cutmix,1.5573952350997924,0.55212501953125,0.7942520637512207,0.8865,49.29525566101074
256,0.005398858354457852,cutmix,1.5654796989059447,0.54535416015625,0.7941665036201477,0.8864,49.54334855079651
257,0.005160942486904095,cutmix,1.557551466445923,0.549474609375,0.7932391012191773,0.8875,49.604740142822266
