epoch,train_loss,train_accuracy,val_loss,val_accuracy,mean_grad_norm,mean_grad_change_norm,mean_relative_grad_change,mean_grad_cosine,mean_grad_diff_over_distance
1,1.2301363891601562,0.55746,1.0488492880821227,0.6253,8.876048555154629,11.714476680755615,1.3340322100973125,0.12431329584931239,184.33434964561195
2,0.8116861459732055,0.71444,0.9629915882110596,0.6639,9.772572235683041,12.836856710331519,1.3361634218333562,0.12954649497168924,204.86034424128295
3,0.5876699584197999,0.7945,0.832416862487793,0.7178,10.369412867309492,13.74960626909495,1.3494724464546533,0.11346702921011335,203.63977060681026
4,0.39562123516082764,0.86252,0.8945418053627014,0.7188,11.016922230000995,14.803614199313971,1.3707196449179286,0.0976149833116852,213.00488680879386
5,0.2634228868961334,0.90718,1.0798014457702636,0.6961,11.23425595046919,15.126946285862447,1.3824348701738698,0.10697308421204024,223.8773457978283
6,0.1756827391242981,0.93764,1.1235680740356446,0.7143,10.645880606473254,14.59324326600565,1.4058445826549706,0.07283863948022141,227.58310816563917
7,0.13447331645965577,0.9531,1.1404923084259033,0.7191,10.245919162964881,14.278681394084336,1.4670989986613343,0.051909860145524525,232.39263733032234
8,0.11470481038808823,0.9586,1.1800179880142212,0.7255,10.18933053516671,14.144986616071227,1.4357121140205282,0.05849297532110292,229.24514154359497
9,0.08868649228572846,0.96866,1.2997093421936035,0.7088,9.312229652843817,12.922747783953577,1.4629342789024906,0.06317873958074262,226.4227976285989
10,0.08657974760532379,0.96916,1.2694928243637085,0.723,9.226820324997767,12.923373621138161,1.4591395616939677,0.04738123107718213,220.27929847350944
11,0.0763481971335411,0.97246,1.2678836069107056,0.7317,9.019877589877,12.746244420785732,1.495171287537939,0.040505176878419924,219.20779417657886
12,0.07057013308167458,0.97572,1.2255562576293946,0.7431,8.531172297494795,12.066966339755242,1.5096623038345076,0.04285413048097916,210.4931193445195
13,0.06886260073542595,0.97642,1.1956037818908691,0.7387,8.640189043701152,12.21171005424636,1.5434506450088832,0.041493181449473095,207.26141725662757
14,0.06462280110955239,0.97796,1.2023747898101806,0.7419,8.22627554525195,11.71851185459615,1.5264781131896625,0.035945308621605984,200.53108135630004
15,0.05797496185064316,0.97962,1.283366281890869,0.7301,7.90631196261062,11.413960095256796,1.6028098308656722,0.01670831401208344,197.45191894226846
16,0.05323973623156548,0.9813,1.3988078842163085,0.7242,7.768226393043538,11.079573521528708,1.6075734467252498,0.03916475016777368,193.2639077523957
17,0.05977626554965973,0.97914,1.1752857559204102,0.7471,8.092961214082624,11.408514960647544,1.5343550284301035,0.05286287692437411,185.77047793611746
18,0.05455793560743332,0.98104,1.2346437831878663,0.7402,7.685711070552202,10.957504411487628,1.6134328158248055,0.04235056147296125,183.11018107420924
19,0.04615328169703484,0.98366,1.3475664707183839,0.7386,6.98637253960685,10.069938204782392,1.631789095655978,0.03924517167191428,176.56394536507352
20,0.05296470659971237,0.9821,1.1996746589660645,0.7434,7.419389970772102,10.595333648154803,1.5800336798146077,0.039622171037018185,171.4212882822625
