step,grad_norm
0,14.10220116251974
1,13.685595472624872
2,12.294184572993013
3,6.545375319158378
4,4.999039143308772
5,5.335674533455803
6,4.06651303538825
7,3.789910189980648
8,6.060359620302729
9,4.279170858985292
10,4.9033262866198415
11,3.7784940786222982
12,3.6869005089914975
13,3.793165565662233
14,5.361602593716944
15,4.1258835322643845
16,4.00491034793907
17,3.8574263210552866
18,3.273525161258563
19,4.806809869751857
20,2.9812944417543212
21,4.367249043651803
22,5.302693065180462
23,3.9472875747366944
24,5.082814986511729
25,3.5886069835198824
26,4.0490228928358345
27,4.041355305094649
28,4.71925705039423
29,4.040576030123385
30,3.4523701390141315
31,4.143980368453894
32,4.380657559605604
33,4.583260269536624
34,4.896247726841592
35,4.776777359025946
36,4.125800930333978
37,4.522773084914075
38,3.3425585022802973
39,4.374693537988946
40,4.74261131035209
41,5.518382995755726
42,3.2835616336249283
43,3.776895670280836
44,3.7111793037889664
45,2.7270877737465837
46,4.553914430430862
47,4.354798402139069
48,3.224029173075244
49,3.6834386761108333
50,4.81641322665209
51,5.363322988076068
52,3.905414869320836
53,5.376769921860391
54,4.081198994250388
55,5.1949576352134486
56,5.4110749623419165
57,4.385227854320382
58,3.855188732249058
59,4.199837514010716
60,3.6410750056079286
61,4.2508102169152355
62,3.328699888795829
63,4.611225975445233
64,3.795706467591767
65,4.384979487499464
66,4.043836601455226
67,3.4838182060339253
68,3.5369825093993703
69,4.178757035217158
70,3.1404795816629596
71,4.350534660815638
72,3.6945354542770046
73,5.531904095512836
74,4.103536507469389
75,4.794807884412955
76,4.900368938669352
77,4.9464107852845025
78,4.7997825026546
79,3.742473897081588
80,4.147278454731836
81,4.720872270276867
82,3.15429750958164
83,5.317729506452515
84,4.894860077977377
85,3.5722915248582963
86,4.7832400239023185
87,4.007931513624689
88,3.6595281107216993
89,4.147651735824817
90,4.095409454010407
91,4.633020794100231
92,4.459365828538742
93,4.3211650383441205
94,4.787526244322718
95,4.060343142674026
96,4.297735594140568
97,4.59229866146232
98,8.596559900384706
99,3.736946418651202
100,4.507790586078821
101,7.386859438948077
102,6.69329975129601
103,4.376476073527244
104,3.8039234671814177
105,4.179353281663521
106,5.367871225608196
107,5.235906804437634
108,3.1030974012414143
109,3.297536379421227
110,4.255704630470228
111,4.669503480669098
112,3.245195924550217
113,3.50865345194783
114,5.391306685836137
115,3.3382524542091896
116,4.022152848979457
117,4.287736621978647
118,4.114588616781879
119,4.541067285753699
120,5.1304583196525
121,4.6555773581168385
122,5.900848485706973
123,5.296874023152549
124,6.273086402622605
125,6.9221357245495945
126,5.245986891367871
127,4.999087533821843
128,6.057242570662666
129,7.6960445816937435
130,8.007042117660871
131,4.46545130246035
132,5.4833601883358485
133,5.2501106740255725
134,4.5162849374828316
135,4.845217803053956
136,3.450905183858938
137,4.200118018298249
138,3.170122241560671
139,4.1432764247974445
140,4.172508042962426
141,5.329100369358773
142,3.8005520179986476
143,4.470050674924482
144,4.227028429738889
145,3.484131609004566
146,4.310447895838258
147,3.92192606508294
148,6.023154775520179
149,4.850778273902125
150,4.161593786635236
151,5.86571326234485
152,6.330490668609712
153,4.598781459970305
154,7.478718805330157
155,4.220255482353859
156,5.099272496465172
157,4.048491509881006
158,4.760477769090157
159,7.321029466021879
160,3.9697768005215037
161,3.2065557525812327
162,4.9913695655935895
163,6.102200089342794
164,4.881603674672658
165,3.776249627613339
166,4.6777645072116805
167,4.149982068507102
168,8.10328053854449
169,5.8367249719077305
170,3.9501557909927616
171,4.9727973627482065
172,5.2077380287019235
173,5.567820823277116
174,6.194078101619605
175,5.45916808126728
176,4.827225090693527
177,6.915482726432539
178,6.175161350801206
179,5.130126694238692
180,4.244529649281704
181,6.2645675381046875
182,5.1382444994610506
183,4.723731065114032
184,4.953494293923875
185,4.774774938715216
186,4.620570971092668
187,4.63919096602885
188,4.202637797422859
189,5.946844812443748
190,6.273913191499234
191,4.583448359473936
192,5.218785279293264
193,4.1245024064317715
194,3.610019258977382
195,7.681851309689987
196,3.4484192075286413
197,4.865667120337507
198,4.83192321228855
199,4.893953100346765
200,4.337453683803933
201,4.300554942379204
202,5.571175770434586
203,4.59960672719271
204,5.010201371769506
205,3.502827532461456
206,4.779584902047545
207,6.882020063598462
208,4.131991392431892
209,7.30221038070499
210,4.256272966859705
211,7.428444008581867
212,4.111086809985685
213,8.383912256322313
214,6.024667855495968
215,6.118994531192335
216,4.468095938574703
217,11.521271265793905
218,6.075834589341601
219,5.500546707082426
220,4.387051180742811
221,5.819695951444504
222,9.769722962959504
223,4.517786453310913
224,6.069005904956973
225,5.612029008173347
226,5.589038848654334
227,3.9437083552758816
228,4.685862673074293
229,4.065309337675283
230,5.625415431718908
231,7.163250165461368
232,3.7496415879168166
233,3.470685072888264
234,4.393263492626788
235,5.140704777605498
236,4.430079689035287
237,6.32683030856664
238,7.338954378368566
239,3.8780926629235477
240,4.650471130645743
241,5.51276527397756
242,6.156729795106061
243,7.3113078652623384
244,3.362159059727419
245,5.074060357918151
246,4.743093141721913
247,4.905758046525059
248,4.748153756072903
249,5.950301716235174
250,3.9097745010034983
251,7.074666703330168
252,8.741943799384767
253,5.796955269463994
254,4.499958753960478
255,5.383041730558303
256,5.432519539830433
257,7.9580242702186625
258,6.917520092279229
259,5.04968835913695
260,5.460496655650458
261,5.59537348273667
262,10.56592163903254
