epoch,lr,train_loss,train_accuracy,val_loss,val_accuracy,mean_grad_norm,max_grad_norm
1,0.0005,1.193420757637024,0.56996,1.0070176155090331,0.6489,5.189891196258068,14.10220116251974
2,0.0005,0.7685593648910523,0.73132,0.8303548684120178,0.7126,5.934445526996478,12.453723137625452
3,0.0005,0.6143938208389282,0.7889,0.8059018211364746,0.7336,5.694035220834007,10.455517067964488
4,0.0005,0.5069295752811432,0.8264,0.7105563962936401,0.7635,5.636680750795589,14.161032047723154
5,0.0005,0.4353761908340454,0.85126,0.5989729887962342,0.8043,5.512960576711321,16.178823412471022
6,0.0005,0.3706535643577576,0.87266,0.6197996088027954,0.7966,5.376283276787749,12.342936840412959
7,0.0005,0.31984897214889524,0.89126,0.6489679231643677,0.7923,5.287862225454401,11.350364790413758
8,0.0005,0.2701202568340301,0.90898,0.6674566804885864,0.7975,5.093999648440913,10.852149402931664
9,0.0005,0.23895383815288543,0.9176,0.6491099367141724,0.8004,4.995851297633598,10.178908993231822
10,0.0005,0.20974788630485536,0.9283,0.8719627303123474,0.7581,5.156064269974584,11.952356209690057
11,0.0005,0.17846333333969117,0.93908,0.862696939086914,0.7617,4.817420912932449,14.514315871701726
12,0.0005,0.15919568966388703,0.94628,0.7454849711418152,0.791,4.54358382789447,10.159159520889125
13,0.0005,0.15039891194343566,0.9495,0.80422381067276,0.7867,4.501360262317466,9.143577377761831
14,0.0005,0.13506551619052887,0.95462,0.8132967639923095,0.7882,4.392820617083224,11.56061398161735
15,0.0005,0.11945384342193603,0.95926,0.8162972099304199,0.7841,4.198921869381601,9.495653581692633
16,0.0005,0.12276313514709472,0.95876,0.7438300756454468,0.7977,4.175925264848461,9.146715624496618
17,0.0005,0.1038379588317871,0.96534,0.7376705632209778,0.8096,3.905592299170941,9.237704931909114
18,0.0005,0.10441977773189545,0.96534,0.8124185091018676,0.8053,4.017877326778057,8.360798364642514
19,0.0005,0.0954764036154747,0.96722,0.7237532642364501,0.8182,3.866224196796957,9.111325301770636
20,0.0005,0.09653435116052628,0.96686,0.9612449628829957,0.7817,3.8553341176275016,10.286870341244452
