step,loss
0,2.477267026901245
1,2.621586322784424
2,2.7317166328430176
3,2.2480251789093018
4,2.0872292518615723
5,2.1747543811798096
6,1.9915177822113037
7,1.795906901359558
8,2.0720112323760986
9,1.8237873315811157
10,1.8813025951385498
11,1.7657939195632935
12,1.749581217765808
13,1.800154685974121
14,1.8890092372894287
15,1.778747320175171
16,1.7227809429168701
17,1.6671727895736694
18,1.6992318630218506
19,1.7209190130233765
20,1.4767990112304688
21,1.7010128498077393
22,1.6936360597610474
23,1.6528054475784302
24,1.6408390998840332
25,1.5793735980987549
26,1.5883164405822754
27,1.627036690711975
28,1.7042334079742432
29,1.5768499374389648
30,1.5760334730148315
31,1.5534679889678955
32,1.4586409330368042
33,1.662681221961975
34,1.637369155883789
35,1.6750836372375488
36,1.5386384725570679
37,1.5413854122161865
38,1.5455785989761353
39,1.486572504043579
40,1.7320629358291626
41,1.6446442604064941
42,1.4417718648910522
43,1.6985502243041992
44,1.439032793045044
45,1.287687063217163
46,1.5106827020645142
47,1.5820705890655518
48,1.440472960472107
49,1.451084852218628
50,1.557112216949463
51,1.5432133674621582
52,1.3622633218765259
53,1.4413208961486816
54,1.412095069885254
55,1.711943507194519
56,1.6500822305679321
57,1.5534498691558838
58,1.5577013492584229
59,1.4320216178894043
60,1.3545753955841064
61,1.4071998596191406
62,1.3567513227462769
63,1.329022765159607
64,1.3771617412567139
65,1.4404239654541016
66,1.3789424896240234
67,1.3654969930648804
68,1.4246490001678467
69,1.3885880708694458
70,1.2719604969024658
71,1.279189109802246
72,1.3553588390350342
73,1.3228250741958618
74,1.3489736318588257
75,1.4019871950149536
76,1.428504467010498
77,1.4841065406799316
78,1.395829439163208
79,1.2946687936782837
80,1.3876270055770874
81,1.404578447341919
82,1.3008135557174683
83,1.4498730897903442
84,1.532144546508789
85,1.2997018098831177
86,1.315433144569397
87,1.3513352870941162
88,1.3169230222702026
89,1.1581534147262573
90,1.1302241086959839
91,1.4217947721481323
92,1.375719428062439
93,1.3513318300247192
94,1.3330352306365967
95,1.2315900325775146
96,1.3254998922348022
97,1.2341923713684082
98,1.4500398635864258
99,1.3043769598007202
100,1.428938627243042
101,1.405849814414978
102,1.5505894422531128
103,1.4031568765640259
104,1.221996545791626
105,1.3586416244506836
106,1.3862224817276
107,1.3728197813034058
108,1.1506972312927246
109,1.333331823348999
110,1.2507270574569702
111,1.4150750637054443
112,1.0920109748840332
113,1.1946699619293213
114,1.2458850145339966
115,1.157410979270935
116,1.3354220390319824
117,1.1584285497665405
118,1.1995272636413574
119,0.996498703956604
120,1.1727524995803833
121,1.256353735923767
122,1.3708046674728394
123,1.1783169507980347
124,1.236201286315918
125,1.393916130065918
126,1.1240959167480469
127,1.5045381784439087
128,1.4788219928741455
129,1.306754469871521
130,1.226377248764038
131,1.1720935106277466
132,1.353806495666504
133,1.240332841873169
134,1.3347738981246948
135,1.2734359502792358
136,1.1599551439285278
137,1.0721790790557861
138,1.1957415342330933
139,1.4068511724472046
140,1.3268481492996216
141,1.323676347732544
142,1.1796706914901733
143,1.2690740823745728
144,1.1672176122665405
145,1.1241428852081299
146,1.1686508655548096
