epoch,train_loss,train_accuracy,val_loss,val_accuracy,mean_grad_norm,mean_grad_change_norm,mean_relative_grad_change,mean_grad_cosine,mean_grad_diff_over_distance
1,2.3949098114776612,0.09754,2.3026673694610595,0.1,0.7179716189375238,1.3852504987938281,5.116610968344212,0.042741647688671947,1.8566196880580248
2,2.302878561859131,0.09826,2.3026364513397217,0.1,0.0819245812666538,0.11718802104520676,1.4777458328458262,-0.022117830625579805,4.19172719784654
3,2.3028719776153563,0.09878,2.3029441204071044,0.1,0.08192111355016755,0.11567457604324421,1.4626579114463996,0.0036644528478817526,5.324842005443127
4,2.302867851715088,0.0997,2.302687218093872,0.1,0.08181526180347214,0.11522858006798703,1.4623249772424967,0.007052752861033773,4.423529994699902
5,2.3029163841247557,0.0999,2.302685673904419,0.1,0.08141170637420071,0.11386714208766323,1.4540853176729154,0.018890329391297783,2.470096158523121
6,2.3029763146209716,0.09852,2.302868588256836,0.1,0.08444205085601648,0.1198983829744789,1.474648208204967,-0.00528986781613444,1.2392756239158007
7,2.3029567876434327,0.09882,2.3028667335510256,0.1,0.08487429026790592,0.1203501511774862,1.458907580212451,-0.007299930769446975,1.0812189091016229
8,2.302914187850952,0.09996,2.302683177566528,0.1,0.08408801639190568,0.1194930592327929,1.471106259939892,-0.008388773061048068,1.0409158427780798
9,2.302874040527344,0.10024,2.3026999954223633,0.1,0.08340932610813918,0.1159534016552636,1.4368408037390983,0.036559604286827155,0.978333912894283
10,2.3028950227355955,0.1003,2.3028080249786376,0.1,0.08294922870862514,0.11780463546857504,1.476161949383782,0.0002435193166507127,0.811354365398459
11,2.30305127243042,0.09778,2.3026929607391358,0.1,0.08626501104029853,0.12128345618772385,1.4539739988681446,0.012424399164598197,0.7181632041614934
12,2.3028541954803465,0.09846,2.3027636932373046,0.1,0.08237823970673029,0.11669233144091828,1.4663409445057352,-0.006426003985041443,0.7009459152064982
13,2.303005058822632,0.09936,2.3027283027648924,0.1,0.08542162770657893,0.11979711556907201,1.4502500374817535,0.010646583900079512,0.5534189847795383
14,2.3029170796966554,0.10106,2.302695695877075,0.1,0.08209392202594092,0.11672771844507941,1.4650160161651782,-0.009230387481072407,0.5588574797106525
15,2.303040553970337,0.09888,2.3026352680206297,0.1,0.08284506465658507,0.11608387491739619,1.4463886888544333,0.020191776166346088,0.42256560173262914
16,2.3028197019958494,0.09872,2.3027960243225096,0.1,0.08329617149194184,0.11777387467948981,1.4512254435871457,0.005414973539502725,0.4542675746686604
17,2.3029338505554198,0.0998,2.3026431526184084,0.1,0.08070976925475518,0.11394152054777536,1.4598010047808994,0.007528146174932827,0.4392691785422003
18,2.30293555557251,0.09722,2.3027482269287107,0.1,0.08221661552901158,0.1143296482636953,1.4325042955183394,0.0274364895549367,0.4243791775086378
19,2.3028828312683105,0.09776,2.3028547718048094,0.1,0.08300487003515443,0.11678013358922566,1.449304464719088,0.008328650760508436,0.4158083933940866
20,2.3028810748291018,0.09922,2.3027304878234864,0.1,0.08213808006414063,0.11829932728577452,1.4885644236064188,-0.041622444028284904,0.4160316866434237
