epoch,train_loss,train_accuracy,val_loss,val_accuracy,mean_grad_norm,mean_grad_change_norm,mean_relative_grad_change,mean_grad_cosine,mean_grad_diff_over_distance
1,2.1682009383773804,0.19486,1.673528691482544,0.3376,1.1058760323487888,1.502024422509548,1.3668231244620057,0.11754591946299069,1.080856102204913
2,1.4927338090515136,0.43134,1.8538650844573974,0.3391,1.4235501870169969,1.788828605428681,1.2938047845746223,0.2037981703003292,1.6500588348602363
3,1.1953213697433471,0.56706,1.1646584247589111,0.5636,1.7401055027456844,2.168793415169582,1.3043293113231738,0.22555329164256677,2.694946329517046
4,1.024021580619812,0.63846,1.1737828317642212,0.604,1.7817180623178897,2.22758924656207,1.31106968470748,0.20703235155929003,3.6662394923736548
5,0.9245249045562745,0.67456,1.0384244792938233,0.6498,1.7704444387379814,2.2495057771882743,1.3187268355027837,0.18874300467570926,4.330042694359687
6,0.8597972197151184,0.70156,1.0202587222099304,0.661,1.7775525534549332,2.249162770293253,1.3129527423947327,0.18893261994128033,4.8937043088765595
7,0.8058159921646119,0.72184,1.0715125114440918,0.6431,1.802395082953031,2.339882222282917,1.3481149002225727,0.16382619765970638,5.343078416819537
8,0.7619959576797485,0.7415,0.8697147821426392,0.7077,1.799212594166436,2.3081948043745193,1.3233403496852711,0.16797439445493756,5.83374001342907
9,0.7291913944625854,0.75076,0.8045488250732422,0.7273,1.754243235149042,2.2930619152610565,1.3437243379891741,0.14851038115303916,5.707646664791415
10,0.706490756111145,0.76026,0.9063188508987426,0.6933,1.8017986220167117,2.3337469433274722,1.3295399947833393,0.16223807542530053,5.709804405636416
11,0.6862540520858764,0.7658,0.8231159469604492,0.73,1.8200252278686484,2.345362265396606,1.3286603018486125,0.17141997729621047,5.618534839126658
12,0.6686418486976623,0.77288,0.897049174118042,0.7032,1.7757667644554391,2.3206328077389458,1.344823629343694,0.14284640196305903,5.41145118718481
13,0.6528026545333863,0.77562,0.779837871170044,0.736,1.8058642923374615,2.3498722610571194,1.3384174711260008,0.1511176366584085,5.472084369529087
14,0.6295634100723266,0.7856,0.9167724285125732,0.6984,1.7953417593865748,2.3801620787061997,1.3606633864053927,0.12106344461812617,5.34968499282002
15,0.6281162380599976,0.78536,0.7737358396530152,0.7407,1.8174996238840206,2.4102604694073766,1.3619531011166812,0.12288502232431223,5.062149803870658
16,0.6138734133529663,0.7894,0.8587498618125915,0.7294,1.8176355343645492,2.3665173218378324,1.335419871594831,0.14967040622206715,4.603864088826716
17,0.6002301115226746,0.79604,0.8254432558059692,0.7251,1.8059947130930087,2.379624921342601,1.347589478679563,0.13151556855577337,5.016704387419463
18,0.5974203209495544,0.79612,0.7775974036216736,0.746,1.8092093092706196,2.3816129173464176,1.34596590860968,0.13515748185536747,5.552477667103931
19,0.5843408427047729,0.80014,0.7645231928825379,0.7499,1.8016552370222634,2.3971103935900246,1.3577150282685606,0.11119626258092616,5.93443189535252
20,0.5848692669868469,0.8014,0.7439483465194702,0.75,1.8022307300811533,2.395325375334991,1.3517370675537086,0.1179261438547374,5.902787998986553
