epoch,train_loss,train_accuracy,val_loss,val_accuracy,mean_grad_norm,mean_grad_change_norm,mean_relative_grad_change,mean_grad_cosine,mean_grad_diff_over_distance
1,1.8866704966735839,0.28598,1.4901153257369995,0.4517,1.6289427673725216,2.0524344500058738,1.3051829416570646,0.1969655144529847,3.4104380735165134
2,1.2644722299575806,0.54394,1.1522835448265076,0.5969,2.449676419158116,3.037019527171884,1.2935159032440127,0.23935416930467082,3.9704350505466683
3,1.0025661728286743,0.64792,1.0349014764785767,0.6484,2.8450513410446283,3.4905996651905578,1.2920894773664608,0.2431394572827079,4.510990896036827
4,0.832430832157135,0.71648,0.9043075581550598,0.6976,2.9188252086834527,3.747051807010875,1.3592710951355509,0.18375634087149598,5.732169429957632
5,0.7248616031265259,0.75546,0.78039417552948,0.7347,2.765055283256199,3.46580169908226,1.310152932161403,0.2104586745806448,6.486673237359157
6,0.6476300694084167,0.7834,0.8169351644515991,0.7297,2.6958148918493325,3.51069769408087,1.3486221641325298,0.16277231789260146,7.570388220443577
7,0.5874034865951538,0.80422,0.7079099845886231,0.7652,2.7292154670676307,3.488303486648423,1.3300991311777473,0.1751200781427705,8.188028395939913
8,0.5332187720298767,0.82324,0.6344239751815796,0.7955,2.6719824377533117,3.516374942591733,1.3678599898074304,0.13236962088569523,9.217253561735237
9,0.4925086391735077,0.83588,0.7844651920318604,0.7482,2.6615116050481187,3.532008434500536,1.380755763944257,0.12695253731878212,9.864658688695869
10,0.4608242262649536,0.84678,0.652548067855835,0.7869,2.743785063324072,3.523241505903356,1.3360161219536004,0.17321941404498617,9.900798601603913
11,0.4284883006477356,0.85678,0.6396485335350036,0.7948,2.7388854136552347,3.573237360590864,1.3476550501178646,0.14964372007047658,10.841440882984033
12,0.4001226480293274,0.86652,0.6852905020713806,0.7825,2.752232062847108,3.664306442450989,1.3833015435068554,0.11905552993428505,11.394430464165845
13,0.3824880587768555,0.87236,0.6686294151306152,0.7876,2.757358833042252,3.667203175747181,1.3800387618564667,0.12171260314300428,11.652932558268093
14,0.3532681137752533,0.88066,0.6195697198867798,0.8011,2.7533255928312728,3.6222702042221107,1.3638174501985794,0.1405907430962357,11.871210511834791
15,0.3324653680229187,0.88922,0.6319820248603821,0.7931,2.7572300909730174,3.6738760480490487,1.3771055488305097,0.12032464465699241,12.386785490525202
16,0.3209519369792938,0.89184,0.6127910527944564,0.8021,2.800522817979993,3.7139540493030987,1.3645453414427386,0.12588624444390026,12.77429555258547
17,0.31096842540740965,0.89608,0.6885494644165039,0.7894,2.7766004809943,3.7288995081811307,1.390411747475641,0.10783030858854084,12.070586768318298
18,0.2951355111694336,0.90158,0.6520195552825928,0.7982,2.7785641061680395,3.6856823180947464,1.3672419668953164,0.1321889935621082,12.621248957601496
19,0.28104687017440794,0.90524,0.5952557499885559,0.8136,2.753830991742556,3.7168384866641304,1.3834757591952576,0.094387595641815,12.508361219455841
20,0.2750169665908814,0.90904,0.6839859704017639,0.7953,2.7776203509181965,3.703368857083723,1.3738373524066636,0.12345016900541694,12.337515433600595
