step,grad_norm
0,0.17194169999967748
1,1.0163869475621223
2,0.13172841335087426
3,0.15229253495644368
4,0.13617390718780945
5,0.12811145721880418
6,0.15532939487948338
7,0.0923446457017689
8,0.14537364076830286
9,0.14205509046896297
10,0.211750389072151
11,0.7015568153127296
12,0.2551169892469186
13,0.34956241996345416
14,0.23983229822212127
15,0.22969456580776645
16,0.3688668097975445
17,0.7898161062652289
18,0.5998374755782686
19,1.1251743107031733
20,4.201727740929383
21,0.7265958177503486
22,1.0011259253751457
23,0.23349422191260155
24,0.45027477834411234
25,0.3086129260380851
26,0.6651956429833848
27,0.7840768804788463
28,0.5792381163452948
29,1.3937529651144744
30,2.3157264118863443
31,2.1173628540463607
32,0.5004639712733253
33,0.774536202103348
34,1.0513796411333254
35,0.9032946839546029
36,0.8923530300720743
37,0.663174231706716
38,1.2906137689160178
39,1.745607831897354
40,0.6145342470557363
41,0.733112301655573
42,0.6120873547206267
43,0.8187278288491142
44,0.622338357541302
45,0.7378652944270616
46,1.1998728874621878
47,1.872229428627616
48,2.600492708931975
49,0.807915033402094
50,1.6851100476226288
51,2.7068914768006627
52,1.2132950019384123
53,0.6112974564321851
54,1.1467054376893866
55,0.558896547015635
56,0.8644882359845776
57,0.7676968971087541
58,1.221088007291094
59,1.8482477723692645
60,0.9151356171210651
61,1.0995684848648517
62,1.2347975529153692
63,2.5166702393747475
64,1.9864013241449143
65,1.87206014404052
66,0.8201566064302923
67,1.6369245065741893
68,2.1207887130571472
69,2.7924617249833323
70,0.8759678958714074
71,0.6935429037789653
72,3.0993452602231346
73,6.905545270460571
74,1.3398330281903081
75,3.2619460689641353
76,1.6369533191664407
77,3.4274512092519105
78,0.9768024912110659
79,0.7155510787375146
80,1.2521593902230137
81,0.9185940093189259
82,0.9010515003252233
83,0.7516550361127781
84,1.2020870916748847
85,0.8605883061582016
86,0.6780166740917889
87,0.7276974873005405
88,0.923414539617738
89,1.3335027962565802
90,2.83847885632889
91,2.5443094212852175
92,1.0911441596862792
93,1.499464397095344
94,2.8598225717707115
95,2.4014229955000332
96,3.0441563525266297
97,1.7531284834569434
98,3.5978856098631264
99,2.346080636879619
100,4.450699389045046
101,3.083347404106632
102,2.7681150038753906
103,1.696318080383115
104,0.9656187943574228
105,1.955032550376254
106,2.5050823810383305
107,0.9643543479894118
108,1.8643857268291502
109,2.0424667286227454
110,1.0533556921386042
111,1.4528181774602122
112,1.1893023406996877
113,2.5653379006071555
114,1.575081549538537
115,2.062967426532374
116,2.2923260800035714
117,1.9090950523907195
118,3.1798847586555663
119,1.6720552449788955
120,2.3494992096333025
121,1.5661186418683537
122,1.4639652501332734
123,2.4845140793098452
124,1.4418831423468834
125,2.576119810997847
126,2.6562935392891176
127,1.2575535710856
128,2.0002242099776057
129,2.0829803846433936
130,1.1983646899718867
131,3.324812079013865
132,5.814677443534974
133,2.289999479140976
134,8.573287177105023
135,1.0674305685927807
136,3.187210108602758
137,2.435231294171936
138,1.0801893801481977
139,3.636502381850577
140,1.451854712618486
141,1.8469341304909839
142,2.1252508681696645
143,1.7676435695467865
144,1.3180242771798818
145,2.664909677712107
146,1.851612763038574
147,1.9240683161041539
148,2.1370937385694955
149,2.0199543923818775
150,1.5679011473620283
151,1.3156225719004693
152,2.281457279717515
153,1.6920824097296954
154,4.673927807772891
155,1.68728218977225
156,3.383188602835978
157,1.6641747212023672
158,0.9791638482776568
159,1.2008674564927426
160,2.255153062259226
161,1.096543937653532
162,2.1328995598680405
163,1.8980276678574086
164,2.7129143164393064
165,2.942451569868102
166,4.109960525612854
167,4.7928860681234235
168,4.783690449623376
169,2.0613046942453543
170,4.277670856953721
171,1.1838639814618936
172,1.8721119757860003
173,1.804606679127759
174,1.1133920881541606
175,1.6052665219128763
176,2.404081380304971
177,2.0671902770055035
178,1.630285114318534
179,1.9313863930516952
180,2.9592820786925733
181,2.09733019985323
182,2.0967352938534978
183,1.8467574840010257
184,1.907589472492252
185,2.1228105214014983
186,1.272017793639295
187,2.1197567148967686
188,1.2744589994888589
189,1.8769824891612459
190,2.4002591143998377
191,2.7186650201407154
192,5.4761631796735815
193,1.8568425347511117
194,4.086276671950495
195,3.645037420260013
196,3.2844709855508794
197,4.288774692067015
198,1.4914186802456098
199,6.1597345648139115
200,3.6650388853241096
201,3.33351185849588
202,3.405155950064697
203,2.25623428384893
204,1.7230662469767217
205,1.5408961046026812
206,2.9729060757330594
207,2.4000725532310914
208,1.4032113916537239
209,1.1909154432224667
210,1.3777551825840118
211,1.5001017783719888
212,2.3511268289072387
213,1.937996092017324
214,4.042971879884831
215,1.8449654417116297
216,3.3024658487340264
217,3.5453945618032447
218,3.1361967670070574
219,2.424693917208108
220,1.7795286342296928
221,3.666996655046878
222,1.4230068317952334
223,3.5439527093108376
