epoch,lr,train_loss,train_accuracy,val_loss,val_accuracy,mean_grad_norm,max_grad_norm
1,0.001,1.3639607638549804,0.4976,1.0822975213050843,0.6089,3.5062694685723947,16.39289513971852
2,0.001,0.9041657024002075,0.68356,1.143429730129242,0.6319,4.258055872879555,9.093939946898159
3,0.001,0.7366151935577393,0.7479,0.742479398727417,0.7466,4.007858138784652,9.863849703758351
4,0.001,0.6355585899734497,0.78508,0.8510771496772767,0.726,4.022698800518973,8.629970955631897
5,0.001,0.5664457563972474,0.80998,0.6804892568588257,0.7732,3.8880577653958253,8.17638941734639
6,0.001,0.5046499556350708,0.82996,0.6515829751014709,0.7875,3.8567321964634718,9.653919848544612
7,0.001,0.4528581339073181,0.84896,0.607942982006073,0.7953,3.7602238879713012,7.044060860639615
8,0.001,0.39497072542190553,0.86994,0.6878169718742371,0.7816,3.6138180314263715,7.596391380249348
9,0.001,0.35435595047950746,0.88242,0.7348319530487061,0.774,3.5915667693071476,6.80262251936228
10,0.001,0.31815892766952514,0.89328,0.6263821896553039,0.8017,3.5349100156341597,9.911848968900497
11,0.001,0.27647747428894043,0.90774,0.7699789030075074,0.7774,3.496127595311544,6.843054621714915
12,0.001,0.2506718737125397,0.91798,0.591792181968689,0.8218,3.5098783448850432,7.574482829330659
13,0.001,0.23281767543792725,0.92208,0.7262044814109803,0.7929,3.4389997293604417,8.410503319450397
14,0.001,0.20980762884140014,0.93094,0.6489360014915466,0.8151,3.4471476853851293,7.9587076491179785
15,0.001,0.19240901643753053,0.93558,0.6342830067634583,0.8153,3.502948762422498,7.130181788934015
16,0.001,0.1740203371143341,0.94426,0.6375922051429749,0.8155,3.3145792514087624,7.195656932884772
17,0.001,0.16842258443832397,0.9445,0.6851905143737793,0.8061,3.362475676885341,6.756303170057914
18,0.001,0.15793037900447846,0.94712,0.757379903125763,0.8022,3.2505329396177265,9.78488574422007
19,0.001,0.14968436032295226,0.94966,0.6543342866897583,0.82,3.299609252793582,9.09412967655341
20,0.001,0.1470519092273712,0.9509,0.7213703168869019,0.8103,3.2858811470759335,8.661447272302283
