step,grad_norm
0,14.10220116251974
1,16.39289513971852
2,12.679955683612215
3,6.361877883400435
4,4.0589603211391365
5,3.2748107477896977
6,2.535161467197184
7,2.5893529592365736
8,3.8246527240496944
9,3.276047069389611
10,3.007424489463657
11,2.366173790581769
12,2.414890438746742
13,2.990430106818547
14,2.499004463994578
15,3.021618451546399
16,2.4991971276522853
17,3.183181173369499
18,2.753637581570216
19,3.333130523724533
20,2.388459785509655
21,2.9695925627264765
22,4.805140756587097
23,3.0726399681269214
24,3.321154413987417
25,2.231317155701633
26,3.300407972260746
27,3.147673951741164
28,4.130955227319955
29,2.816558289261356
30,3.077371210404093
31,2.6550652917287687
32,2.3428828782565527
33,2.9582451403501144
34,2.7642360976843716
35,2.9006604700782774
36,2.866481618343981
37,3.5172241686985606
38,2.3334142859559086
39,2.674886691730272
40,3.312790444035055
41,3.1301895691877037
42,1.8316803275210032
43,2.5004725890867636
44,2.5644517017641366
45,2.32178535911413
46,3.546473729526404
47,2.7783963382974157
48,2.6371858277758475
49,2.7321142439989288
50,3.365609988761968
51,2.996098196031289
52,2.8366314441364113
53,3.875514385547036
54,3.6101448887675867
55,3.68979290285291
56,2.7086486028682986
57,2.4815300675599805
58,3.2537071263436697
59,4.376321118576222
60,1.8681774611802717
61,2.4120879949169867
62,2.3963212661756725
63,2.6845940352497353
64,2.381532733575199
65,2.6550258212502067
66,2.5996316510405637
67,2.124756031570708
68,2.5030499943061586
69,1.9274180694078011
70,2.807407095201893
71,3.5945988429499955
72,2.6509595695519073
73,2.9941193042013183
74,2.6231410583582107
75,2.4644453260619548
76,3.1122513845370565
77,2.572658706644267
78,2.7399948798714937
79,2.667693487832708
80,2.714288444593576
81,3.3623560662851144
82,1.851759522665012
83,2.9369384765341735
84,3.3234745835152806
85,2.901463217952816
86,1.8850082887087085
87,2.0007708695852036
88,2.156931465130995
89,2.769481666967537
90,2.3595996370956116
91,2.7952388111443245
92,2.3784140512547927
93,2.1866621353956504
94,3.302961264759033
95,3.2018306095817457
96,2.941076055066771
97,2.8590410989376087
98,4.201717728758869
99,3.839107496633936
100,2.884679472371956
101,4.257136833704353
102,3.852835906837182
103,2.809337409155111
104,2.7483056805003336
105,2.242377328698948
106,3.2982774532276062
107,2.392775466040157
108,2.4602731904321824
109,2.352439276772183
110,2.5762978525565794
111,3.3432414923123726
112,2.2438104233904976
113,1.9565801714600646
114,2.3982417789012755
115,2.1380419516413744
116,2.868744720099949
117,2.435363955302038
118,3.6225871563492533
119,2.6455227449799588
120,2.8389298172076747
121,3.5940894737494427
122,2.8513353036064486
123,3.5877457234306864
124,6.196909030854702
125,2.888080460914201
126,3.8666038966036145
127,3.554011824607837
128,3.482072505767154
129,3.1604393646939473
130,2.2261786281570695
131,2.6211850633326446
132,2.7554669331004287
133,2.715723433158176
134,2.093367362902422
135,2.798132315469936
136,2.6746045070142395
137,2.6326405112075304
138,2.8557381689302344
139,2.5894268963037046
140,3.2976354135523187
141,4.269199090368263
142,3.289058769502985
143,3.1518108839749095
144,2.527402501991822
145,3.1916046981180024
146,3.544981298074133
147,3.7409775420782334
148,3.1441925745820676
149,2.6483245886873963
150,2.2976526438695553
151,3.868967201410861
152,2.890854112735777
153,3.427486792671575
154,2.6627251437110595
155,3.0839270670201
156,2.6890218870038267
157,2.8248022347092228
158,2.993905690941745
159,2.2879371529541777
160,2.5524705064481417
161,2.6631286963096836
162,2.839345127597735
163,2.210558569222757
164,2.0707732179915577
165,2.669030923622577
166,3.919565373020839
167,3.4741473843334276
168,3.7009917903086227
169,3.079587909237072
170,3.800654643750382
171,3.986987447654242
172,3.259754489547758
173,3.3908349523965122
174,3.0656344758336367
175,3.071776713369657
176,3.2985243865413305
