step,epoch,loss,grad_norm,grad_change_norm,relative_grad_change,grad_cosine,param_distance,grad_diff_over_distance
1,1,2.477267026901245,14.102200508117676,nan,nan,nan,nan,nan
2,1,2.621586322784424,13.685595512390137,20.731863021850586,1.470115462470924,-0.11306537687778473,1.5613815784454346,13.27789651680063
3,1,2.7317166328430176,12.294184684753418,19.939607620239258,1.4569777107752198,-0.17576327919960022,1.0991408824920654,18.14108449411175
4,1,2.2480251789093018,6.545374870300293,14.04458999633789,1.142376689180055,-0.02026587724685669,0.8827275633811951,15.910446868256448
5,1,2.0872292518615723,4.999039173126221,9.044206619262695,1.3817706087850667,-0.21340301632881165,0.7444415092468262,12.148982165705458
6,1,2.1747543811798096,5.335674285888672,6.527232646942139,1.305697439225893,0.20348197221755981,0.6431702971458435,10.148529364458343
7,1,1.9915177822113037,4.0665130615234375,6.331281661987305,1.186594481363029,0.1133955642580986,0.5724931955337524,11.059138713558688
8,1,1.795906901359558,3.789910078048706,5.440006256103516,1.3377569858497365,0.0423794761300087,0.51751309633255,10.51182336185227
9,1,2.0720112323760986,6.060359477996826,7.402728080749512,1.9532727500909381,-0.08074218779802322,0.4739218056201935,15.620146600020606
10,1,1.8237873315811157,4.279170513153076,6.740485668182373,1.1122253873971915,0.18518874049186707,0.4349815249443054,15.496027489971953
11,1,1.8813025951385498,4.903326034545898,7.4908294677734375,1.7505330635334095,-0.327864408493042,0.40484875440597534,18.50278501843496
12,1,1.7657939195632935,3.778494119644165,4.449582576751709,0.9074621074351792,0.49982866644859314,0.3723006546497345,11.951584079071752
13,1,1.749581217765808,3.6869003772735596,4.694164752960205,1.2423374509316505,0.20942851901054382,0.3478538393974304,13.494646950219593
14,1,1.800154685974121,3.793165683746338,4.90201473236084,1.3295761291994876,0.1412794142961502,0.3277426064014435,14.95690409669084
15,1,1.8890092372894287,5.361602783203125,7.726466178894043,2.0369440259358575,-0.40721413493156433,0.3155626952648163,24.4847261568279
16,1,1.778747320175171,4.12588357925415,6.366522312164307,1.1874289404855232,0.11837179213762283,0.29414957761764526,21.64382612311034
17,1,1.7227809429168701,4.004910469055176,5.1738786697387695,1.2540050077401395,0.1904284954071045,0.28162094950675964,18.371781924541136
