step,loss
0,2.477267026901245
1,2.2860255241394043
2,2.1648993492126465
3,2.2348432540893555
4,2.070256471633911
5,2.034684419631958
6,2.097803831100464
7,1.8335349559783936
8,1.9812146425247192
9,1.9058289527893066
10,1.7577457427978516
11,1.761575698852539
12,1.8506077527999878
13,1.7881033420562744
14,1.7369837760925293
15,1.7828490734100342
16,1.7378559112548828
17,1.6784950494766235
18,1.7230474948883057
19,1.6362265348434448
20,1.510432481765747
21,1.6777745485305786
22,1.683605670928955
23,1.7118442058563232
24,1.5921220779418945
25,1.6406220197677612
26,1.5803279876708984
27,1.7107558250427246
28,1.6611144542694092
29,1.5871896743774414
30,1.5632946491241455
31,1.6258232593536377
32,1.505102515220642
33,1.6769589185714722
34,1.5979561805725098
35,1.6213953495025635
36,1.4576698541641235
37,1.6445366144180298
38,1.5446739196777344
39,1.4456474781036377
40,1.5339893102645874
41,1.4861242771148682
42,1.4285495281219482
43,1.7863187789916992
44,1.4633257389068604
45,1.3331986665725708
46,1.4071556329727173
47,1.690722107887268
48,1.4710230827331543
49,1.4681514501571655
50,1.4035475254058838
51,1.405093789100647
52,1.3524025678634644
53,1.3960102796554565
54,1.4499748945236206
55,1.5450009107589722
56,1.477539300918579
57,1.501493215560913
58,1.5446568727493286
59,1.4677404165267944
60,1.3887438774108887
61,1.3608065843582153
62,1.3402488231658936
63,1.2918055057525635
64,1.3524315357208252
65,1.462168574333191
66,1.4021903276443481
67,1.3770374059677124
68,1.3791728019714355
69,1.420206904411316
70,1.3247203826904297
71,1.2614144086837769
72,1.382552146911621
73,1.3278394937515259
74,1.3834165334701538
75,1.4932894706726074
76,1.3335343599319458
77,1.3984720706939697
78,1.3734378814697266
79,1.2434943914413452
80,1.389564037322998
81,1.403495192527771
82,1.3235958814620972
83,1.2667878866195679
84,1.37997305393219
85,1.3170853853225708
86,1.2881299257278442
87,1.3151884078979492
88,1.2889429330825806
89,1.1425868272781372
90,1.0999654531478882
91,1.3020683526992798
92,1.3141613006591797
93,1.2230885028839111
94,1.3833491802215576
95,1.2258267402648926
96,1.3134528398513794
97,1.2852846384048462
98,1.429306983947754
99,1.4153707027435303
100,1.5130747556686401
101,1.3670916557312012
102,1.3898118734359741
103,1.331365704536438
104,1.2226669788360596
105,1.2776107788085938
106,1.2996928691864014
107,1.2588982582092285
108,1.0767344236373901
109,1.3918523788452148
110,1.2854106426239014
111,1.3678088188171387
112,1.1416277885437012
113,1.2693333625793457
114,1.2374306917190552
115,1.1350634098052979
116,1.3715885877609253
117,1.1860270500183105
118,1.2772072553634644
119,1.0220661163330078
120,1.1864144802093506
121,1.1250149011611938
122,1.4396424293518066
123,1.1779441833496094
124,1.3261998891830444
125,1.332661747932434
126,1.189661979675293
127,1.4896451234817505
128,1.4178330898284912
129,1.314117193222046
130,1.3443161249160767
131,1.1381676197052002
132,1.2416059970855713
133,1.2333660125732422
134,1.2542858123779297
135,1.247936487197876
136,1.167641520500183
137,1.1283363103866577
138,1.318542242050171
139,1.4244450330734253
140,1.2697868347167969
141,1.3439329862594604
142,1.1561567783355713
143,1.2789360284805298
144,1.1891703605651855
145,1.2794346809387207
146,1.1800775527954102
147,1.3233612775802612
148,1.2630126476287842
149,1.317008376121521
150,1.1104365587234497
151,1.153549075126648
152,1.0437698364257812
153,1.3351446390151978
154,1.3736512660980225
155,1.3028771877288818
156,1.214682698249817
157,1.1871330738067627
158,1.1281756162643433
159,1.272688865661621
160,1.2838925123214722
161,1.2659780979156494
162,1.1009862422943115
163,1.4198545217514038
164,1.2856348752975464
165,0.9734539985656738
166,1.1198723316192627
167,1.25755774974823
168,1.3302825689315796
169,1.3130624294281006
170,0.9653092622756958
171,1.302614688873291
172,1.3230732679367065
173,1.3682575225830078
174,1.4541443586349487
175,1.1608394384384155
176,1.0377321243286133
177,1.115840196609497
178,1.199156403541565
179,1.3623019456863403
180,1.0524468421936035
181,1.3057076930999756
182,1.3219835758209229
183,1.0695841312408447
184,1.2244173288345337
185,1.265432596206665
186,1.069258451461792
187,1.1638820171356201
188,1.2354297637939453
189,1.2410871982574463
190,1.2333402633666992
191,1.2263747453689575
192,1.2312184572219849
193,1.1797631978988647
194,1.217437982559204
195,1.165635347366333
196,1.049290657043457
197,1.1411454677581787
198,1.1188346147537231
199,1.1545441150665283
200,1.1603432893753052
201,1.172257423400879
202,1.0659235715866089
203,1.1521097421646118
204,1.0702710151672363
205,1.30959153175354
206,0.9760761857032776
207,1.0313904285430908
208,1.141202688217163
209,1.3094732761383057
210,1.2456023693084717
211,1.131075143814087
212,1.2046318054199219
213,1.0577778816223145
214,1.1687955856323242
215,1.2465076446533203
216,1.2595797777175903
217,1.233774185180664
218,1.1377202272415161
219,1.0316803455352783
220,0.9419436454772949
221,1.1300324201583862
222,0.8449147343635559
223,1.2484794855117798
224,1.124295711517334
225,1.2073894739151
226,1.1193110942840576
227,1.0395151376724243
228,1.0504988431930542
229,1.0360299348831177
230,1.282964825630188
231,1.174456238746643
232,1.1479830741882324
233,1.0042623281478882
234,1.2697765827178955
235,1.1983234882354736
236,1.1255295276641846
237,1.0825670957565308
238,1.2481012344360352
239,1.0524386167526245
240,1.1490312814712524
241,1.041293740272522
242,1.0788710117340088
243,1.3654179573059082
244,1.0625505447387695
245,1.0541750192642212
246,1.0712894201278687
247,1.0959709882736206
248,1.027981162071228
249,1.4467693567276
250,1.1382808685302734
251,1.1204968690872192
252,1.1149569749832153
253,0.973484218120575
254,1.0948805809020996
255,1.0984221696853638
256,1.0426394939422607
257,1.1202811002731323
258,1.2557402849197388
259,1.1369590759277344
260,1.0635168552398682
261,1.2119399309158325
262,1.0462590456008911
263,0.9653892517089844
264,1.2029716968536377
265,0.9799683690071106
266,1.2479431629180908
267,1.0499964952468872
268,1.2014007568359375
269,1.107034683227539
270,1.1263443231582642
271,1.219724416732788
272,1.0695286989212036
273,0.9944131970405579
274,1.0382533073425293
275,1.0689858198165894
276,1.0754942893981934
277,1.149401307106018
278,1.018176555633545
279,1.1858611106872559
280,0.877707839012146
281,1.1977213621139526
282,1.1884020566940308
283,1.0930287837982178
284,1.1555382013320923
285,1.1984963417053223
286,0.9670537114143372
287,1.028168797492981
288,1.133377194404602
289,1.1230883598327637
290,0.9255407452583313
291,0.9376644492149353
292,0.9939538836479187
293,0.9523723721504211
294,0.9180956482887268
295,1.0196090936660767
296,1.2817445993423462
297,1.0771994590759277
298,1.0290966033935547
299,1.010968565940857
300,1.0346540212631226
301,0.9800245761871338
302,0.9376723766326904
303,0.9680191874504089
304,1.1119471788406372
305,1.130098819732666
306,1.074482798576355
307,1.1166138648986816
308,1.1334185600280762
309,0.9803068041801453
310,0.9586451649665833
311,1.0250717401504517
312,0.9635176062583923
313,1.1015783548355103
314,1.1705079078674316
315,1.0513957738876343
316,1.0520052909851074
317,1.2437267303466797
318,0.8874828219413757
319,0.9854238629341125
320,1.1481815576553345
321,1.0497022867202759
322,1.1836904287338257
323,1.0903139114379883
324,1.0258980989456177
325,1.0942643880844116
326,0.9476597905158997
327,0.993030846118927
328,0.8931045532226562
329,0.9439165592193604
330,1.0285338163375854
331,0.9567530751228333
332,0.9053325057029724
333,1.0100466012954712
334,1.0074472427368164
335,0.9421565532684326
336,1.051405429840088
337,0.9115016460418701
338,0.8962720632553101
339,0.9500075578689575
340,1.012920618057251
341,0.9995930194854736
342,1.2270487546920776
343,1.0487544536590576
344,0.8314151763916016
345,0.9899137020111084
346,1.1039247512817383
347,1.109997272491455
348,1.044136643409729
349,1.0482382774353027
350,0.9330365061759949
351,1.01559579372406
352,0.9693023562431335
353,0.9477365612983704
354,1.1615633964538574
355,0.8642368316650391
356,0.8471904993057251
357,0.8932973742485046
358,0.9724156856536865
359,1.0933763980865479
360,1.0554922819137573
361,1.0595085620880127
362,0.8789238929748535
363,1.1532211303710938
364,0.8890867829322815
365,1.0655745267868042
366,1.0730706453323364
367,1.0730146169662476
368,1.004174828529358
369,0.9124985933303833
370,0.9418259859085083
371,1.1692564487457275
372,1.0331085920333862
373,1.115743637084961
374,1.020660638809204
375,0.9032456874847412
376,0.8767004013061523
377,1.0956050157546997
378,0.9986217617988586
379,1.0069668292999268
380,0.975713312625885
381,1.052436113357544
382,0.9345396161079407
383,0.9503891468048096
384,1.0462385416030884
385,0.9585159420967102
386,0.910312831401825
387,1.231523871421814
388,0.9132850766181946
389,0.9904732704162598
390,0.932098388671875
391,0.813588559627533
392,0.8890776038169861
393,0.8273099064826965
394,0.8588989973068237
395,0.8068437576293945
396,0.915244996547699
397,0.8788937926292419
398,0.7895033955574036
399,0.973403811454773
400,0.8437772989273071
401,0.8123878836631775
402,1.0184615850448608
403,0.9330021739006042
404,0.7087496519088745
405,0.8796496987342834
406,0.7901449799537659
407,0.8036128878593445
408,0.9291622638702393
409,0.939296305179596
410,0.896674394607544
411,0.8423513770103455
412,0.8073295950889587
413,0.9426745176315308
414,0.6414413452148438
415,0.9268153309822083
416,0.7784914970397949
417,0.9220547080039978
418,0.7614728808403015
419,0.9380683898925781
420,0.8074535727500916
421,0.6875985264778137
422,0.8549849987030029
423,1.0768767595291138
424,0.8040262460708618
425,0.755499541759491
426,1.006207823753357
427,0.7388997673988342
428,0.8264097571372986
429,0.8437117338180542
430,0.9226051568984985
431,0.6607838273048401
432,0.8209918737411499
433,0.7677128911018372
434,1.0162928104400635
435,0.8161617517471313
436,0.8036591410636902
437,0.6732114553451538
438,0.7268826961517334
439,0.7768517136573792
440,0.7618908286094666
441,0.7806265950202942
442,0.9154781103134155
443,0.8243356943130493
444,0.8861337304115295
445,0.8980635404586792
446,0.9001074433326721
447,0.7918847799301147
448,0.9452704787254333
449,0.8791308403015137
450,0.7185227870941162
