step,epoch,loss,grad_norm,grad_change_norm,relative_grad_change,grad_cosine,param_distance,grad_diff_over_distance
1,1,2.3029470443725586,0.17194169759750366,nan,nan,nan,nan,nan
2,1,2.3004024028778076,0.22972683608531952,0.2892819941043854,1.6824423519411784,-0.017034342512488365,1.5552845001220703,0.185999406591845
3,1,2.313772439956665,0.5318548679351807,0.6403916478157043,2.787622285343616,-0.30470067262649536,1.27507483959198,0.5022384788175457
4,1,2.3076534271240234,0.3203134834766388,0.627136766910553,1.1791501868622656,-0.02298128232359886,1.1640650033950806,0.5387472049077363
5,1,2.2991251945495605,0.17368023097515106,0.34455811977386475,1.0756903394543442,0.1262332797050476,1.1117795705795288,0.3099158582253401
6,1,2.2950212955474854,0.1844712197780609,0.23540863394737244,1.3554140999484139,0.13697730004787445,1.0697903633117676,0.22005118200765428
7,1,2.2795615196228027,0.2786136567592621,0.3176959156990051,1.722197728618621,0.10433169454336166,1.0423842668533325,0.30477811858935255
8,1,2.2371304035186768,0.354701429605484,0.3621118366718292,1.2996916263276161,0.3658687174320221,1.0226505994796753,0.35409145299060857
9,1,2.346984386444092,3.313474178314209,3.3554720878601074,9.459990312367122,-0.06563013046979904,1.0067646503448486,3.332926008782111
10,1,2.257917642593384,0.4265320301055908,3.607637643814087,1.0887779562080215,-0.6559133529663086,0.9748923778533936,3.7005496460583784
11,1,2.279224395751953,0.5866365432739258,0.3967902660369873,0.9302707370835175,0.7366129755973816,0.9426476359367371,0.4209316937842464
12,1,2.299225091934204,0.263693630695343,0.3763221204280853,0.6414910982654602,0.8793535232543945,0.9161117672920227,0.4107818869525741
13,1,2.2978665828704834,0.1404992640018463,0.22900274395942688,0.8684424548089882,0.49707624316215515,0.8989841938018799,0.2547350059523297
14,1,2.2991092205047607,0.13838674128055573,0.1319299340248108,0.9390080080571673,0.5525168180465698,0.8833774924278259,0.14934717621350357
15,1,2.3008596897125244,0.11154831200838089,0.13446210324764252,0.9716400718915094,0.43771544098854065,0.8693311214447021,0.15467305832101277
16,1,2.2992148399353027,0.11767762899398804,0.16824617981910706,1.5082808227968347,-0.07677952200174332,0.8554830551147461,0.19666804481164563
17,1,2.299487590789795,0.09364699572324753,0.14190107583999634,1.2058458098781033,0.11260591447353363,0.8415787816047668,0.1686129438401991
18,1,2.2957022190093994,0.17912650108337402,0.16076582670211792,1.7167216679914448,0.4474133849143982,0.8284745216369629,0.1940504173674171
19,1,2.296104907989502,0.15994682908058167,0.11598463356494904,0.6475012511427147,0.7716535925865173,0.8171635866165161,0.14193563622315092
20,1,2.292912244796753,0.22638414800167084,0.20181754231452942,1.261778951626427,0.4985228180885315,0.8065864443778992,0.25021191928155484
21,1,2.2819995880126953,0.3066263794898987,0.23086024820804596,1.019772145023698,0.6624835729598999,0.7933626770973206,0.29098954976355124
22,1,2.2687480449676514,0.2901318371295929,0.2639831006526947,0.8609275597585376,0.6098617911338806,0.7852734327316284,0.33616711026893514
23,1,2.223168134689331,0.5036239624023438,0.3704948425292969,1.276987890034734,0.6862536668777466,0.7757218480110168,0.47761300455670225
24,1,2.2159461975097656,0.7346616387367249,0.7006950378417969,1.391305994452707,0.40864431858062744,0.7718372941017151,0.9078273921142626
25,1,2.1348986625671387,0.9146245718002319,0.7183444499969482,0.9777895184934219,0.6401223540306091,0.7581987380981445,0.9474355652422825
26,1,2.4807090759277344,7.19387674331665,7.566567420959473,8.272866981977229,-0.35446515679359436,0.752972424030304,10.048930318655204
27,1,2.059739828109741,1.1517447233200073,7.88994026184082,1.0967577765590353,-0.5535433292388916,0.7289794087409973,10.823269035069895
