epoch,train_loss,train_accuracy,val_loss,val_accuracy,mean_grad_norm,mean_grad_change_norm,mean_relative_grad_change,mean_grad_cosine,mean_grad_diff_over_distance
1,3.994154418258667,0.1444,1.9436395231246948,0.2199,9.70236579671769,18.91599912673999,53.74528401407717,0.10452382416488268,4.2008582496343365
2,1.8596412319183349,0.25762,1.730572894668579,0.3169,2.544487440067789,3.3865563555446734,1.5189744837368044,0.11549259828941902,7.643430507843578
3,1.6462521686172484,0.35358,1.5614518711090088,0.3934,3.245164912070155,4.319225772262534,1.4119565083736245,0.12455344661031767,7.651611579329223
4,1.5130636587905884,0.41082,1.485445447921753,0.4108,3.3752704361820465,4.506982308214583,1.4049678518319864,0.11106852603280712,6.925920201419005
5,1.4164393907928468,0.46384,1.3756326152801515,0.4839,3.839079252594267,5.007500988748068,1.3606889261076913,0.14963660955600575,6.743521135788422
6,1.3282976789093017,0.50458,1.3018306077957154,0.5214,3.9529845998110367,5.036481332900884,1.3337298690605464,0.1966787766721195,7.277442733064425
7,1.2567843814086914,0.54072,1.2885596263885497,0.5311,3.991770250413119,5.125748809341275,1.3355811969917966,0.17477299745821054,6.516528039557805
8,1.198346561126709,0.56688,1.1704170259475708,0.574,3.921217409850996,5.089230284361583,1.3457109506061984,0.15656801198116121,6.796453926229498
9,1.1415729141616822,0.59054,1.1332915075302123,0.5926,3.8418567333075093,5.074539102861643,1.3645340699535629,0.13243358429697583,6.553362091047998
10,1.114824966316223,0.60034,1.1398078409194947,0.5987,3.681845716198387,4.8611922306782755,1.3598241092664,0.13285499439596216,6.517472868713433
11,1.0863776012039184,0.61226,1.1077789176940918,0.6042,3.600199075306163,4.702229430913316,1.3464590589585022,0.15216862088155067,6.032812864960873
12,1.062485924243927,0.6205,1.0836675539970397,0.627,3.4571432012426273,4.5602415986073295,1.3730829979038308,0.13969230984844971,5.527440000491902
13,1.0433749761581421,0.63018,1.0837154635429382,0.6232,3.4894401536268345,4.614532569485247,1.3660144590876784,0.1280566540646755,5.637364662433203
14,1.0237676779174805,0.6408,1.0931553213119507,0.6176,3.4213889672628146,4.4747278629361515,1.3426682388372222,0.14799815449563553,5.23653744522719
15,1.0121625448799134,0.6458,1.031671122455597,0.641,3.3702030538597985,4.2973514536152715,1.3164835144590181,0.1925294023921804,5.254287461733403
16,0.9917983306121826,0.65284,1.0151742168426514,0.6437,3.287528029488176,4.340472948215806,1.3609596375091673,0.1358114864624789,4.808197541001025
17,0.9744719358444214,0.65798,1.0053568707466125,0.6537,3.2066530065463326,4.2623261204156115,1.3622661799145483,0.12500177577966848,4.958016267667357
18,0.9627427096176148,0.66152,1.0579628059387207,0.63,3.209350928321214,4.211681520847408,1.345062213172255,0.14389840499890963,5.523744893962175
19,0.956558597984314,0.6669,0.9949680540084839,0.6549,3.1525551605102655,4.135917348934866,1.3494161670905256,0.1431576870381832,4.865044469028825
20,0.9455807715034484,0.67028,1.0037023808479308,0.6525,3.1083459848028316,4.098587320893622,1.3495358934745845,0.1317880113044625,4.663576717137068
