model_name,lr,run_dir,parameter_count,best_val_accuracy,best_epoch,final_train_loss,final_train_accuracy,final_val_loss,final_val_accuracy,batch_losses_path,grad_norms_path,history_path
no_bn,0.001,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p001,9750922,0.7797,18,0.2564267669773102,0.91324,0.8016945226192475,0.7779,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p001\batch_losses.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p001\grad_norms.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p001\history.csv
bn,0.001,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p001,9753674,0.8218,12,0.1470519092273712,0.9509,0.7213703168869019,0.8103,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p001\batch_losses.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p001\grad_norms.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p001\history.csv
no_bn,0.002,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p002,9750922,0.1,1,2.3028039143371584,0.09952,2.3026173877716065,0.1,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p002\batch_losses.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p002\grad_norms.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p002\history.csv
bn,0.002,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p002,9753674,0.8136,19,0.2750169665908814,0.90904,0.6839859704017639,0.7953,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p002\batch_losses.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p002\grad_norms.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p002\history.csv
no_bn,0.0005,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p0005,9750922,0.7925,19,0.09920837107181549,0.96702,0.9593720106124878,0.7812,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p0005\batch_losses.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p0005\grad_norms.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p0005\history.csv
bn,0.0005,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p0005,9753674,0.8182,19,0.09653435116052628,0.96686,0.9612449628829957,0.7817,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p0005\batch_losses.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p0005\grad_norms.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p0005\history.csv
no_bn,0.0001,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p0001,9750922,0.7684,13,0.045036185004711154,0.9848,1.1519021392822266,0.7628,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p0001\batch_losses.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p0001\grad_norms.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\no_bn_lr_0p0001\history.csv
bn,0.0001,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p0001,9753674,0.7471,17,0.05296470659971237,0.9821,1.1996746589660645,0.7434,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p0001\batch_losses.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p0001\grad_norms.csv,C:\Users\30362\Desktop\大三下\01 神经网络与深度学习\03 labs\PJ2_2026\Batch_Normalization\results\bn_lr_0p0001\history.csv
